,ID,train,path,eva_nr,category,name,state,city,zip,long,lat,arrival_plan,departure_plan,arrival_change,departure_change,arrival_delay_m,depature_delay_m,info
0,-1623994736072630433-2407060253-1,4,,8000001,2,Aachen Hbf,Nordrhein-Westfalen,Aachen,52064,6.091499,50.7678,,2024-07-06 02:53:00,,2024-07-06 02:53:00,0,0,
1,-7996673538987102968-2407052319-27,,Hamm(Westf)Hbf|Bönen-Nordbögge|Kamen|Kamen-Methler|Dortmund-Kurl|Dortmund-Scharnhorst|Dortmund Hbf|Bochum Hbf|Wattenscheid|Essen Hbf|Mülheim(Ruhr)Hbf|Duisburg Hbf|Düsseldorf Flughafen|Düsseldorf Hbf|Düsseldorf-Benrath|Leverkusen Mitte|Köln-Mülheim|Köln Messe/Deutz|Köln Hbf|Köln-Ehrenfeld|Horrem|Düren|Langerwehe|Eschweiler Hbf|Stolberg(Rheinl)Hbf|Aachen-Rothe Erde,8000001,2,Aachen Hbf,Nordrhein-Westfalen,Aachen,52064,6.091499,50.7678,2024-07-06 02:07:00,,2024-07-06 02:08:00,,1,0,
2,3164018986325977930-2407060156-8,,Lindern|Geilenkirchen|Übach-Palenberg|Herzogenrath|Kohlscheid|Aachen West|Aachen Schanz,8000001,2,Aachen Hbf,Nordrhein-Westfalen,Aachen,52064,6.091499,50.7678,2024-07-06 02:25:00,,2024-07-06 02:26:00,,1,0,
3,-4224688753184425181-2407060236-1,19,,8000001,2,Aachen Hbf,Nordrhein-Westfalen,Aachen,52064,6.091499,50.7678,,2024-07-06 02:36:00,,,0,0,
4,6993933470489090056-2407060102-26,,Hennef(Sieg)|Siegburg/Bonn|Troisdorf|Spich|Porz-Wahn|Köln/Bonn Flughafen|Köln Frankfurter Straße|Köln Trimbornstr|Köln Messe/Deutz|Köln Hbf|Köln Hansaring|Köln-Ehrenfeld|Köln-Müngersdorf Technologiepark|Lövenich|Köln-Weiden West|Frechen-Königsdorf|Horrem|Sindorf|Buir|Merzenich|Düren|Langerwehe|Eschweiler Hbf|Stolberg(Rheinl)Hbf|Aachen-Rothe Erde,8000001,2,Aachen Hbf,Nordrhein-Westfalen,Aachen,52064,6.091499,50.7678,2024-07-06 02:49:00,,2024-07-06 02:47:00,,-2,0,
5,-7996673538987102968-2407052319-26,1,Hamm(Westf)Hbf|Bönen-Nordbögge|Kamen|Kamen-Methler|Dortmund-Kurl|Dortmund-Scharnhorst|Dortmund Hbf|Bochum Hbf|Wattenscheid|Essen Hbf|Mülheim(Ruhr)Hbf|Duisburg Hbf|Düsseldorf Flughafen|Düsseldorf Hbf|Düsseldorf-Benrath|Leverkusen Mitte|Köln-Mülheim|Köln Messe/Deutz|Köln Hbf|Köln-Ehrenfeld|Horrem|Düren|Langerwehe|Eschweiler Hbf|Stolberg(Rheinl)Hbf,8000406,4,Aachen-Rothe Erde,Nordrhein-Westfalen,Aachen,52066,6.116475,50.770202,2024-07-06 02:03:00,2024-07-06 02:04:00,2024-07-06 02:04:00,2024-07-06 02:05:00,1,1,
6,-4224688753184425181-2407060236-2,19,Aachen Hbf,8000406,4,Aachen-Rothe Erde,Nordrhein-Westfalen,Aachen,52066,6.116475,50.770202,2024-07-06 02:39:00,2024-07-06 02:40:00,,,0,0,
7,6993933470489090056-2407060102-25,19,Hennef(Sieg)|Siegburg/Bonn|Troisdorf|Spich|Porz-Wahn|Köln/Bonn Flughafen|Köln Frankfurter Straße|Köln Trimbornstr|Köln Messe/Deutz|Köln Hbf|Köln Hansaring|Köln-Ehrenfeld|Köln-Müngersdorf Technologiepark|Lövenich|Köln-Weiden West|Frechen-Königsdorf|Horrem|Sindorf|Buir|Merzenich|Düren|Langerwehe|Eschweiler Hbf|Stolberg(Rheinl)Hbf,8000406,4,Aachen-Rothe Erde,Nordrhein-Westfalen,Aachen,52066,6.116475,50.770202,2024-07-06 02:40:00,2024-07-06 02:40:00,2024-07-06 02:41:00,2024-07-06 02:42:00,1,2,
8,-1623994736072630433-2407060253-3,4,Aachen Hbf|Aachen Schanz,8000404,5,Aachen West,Nordrhein-Westfalen,Aachen,52072,6.070715,50.78036,2024-07-06 02:58:00,2024-07-06 02:59:00,2024-07-06 02:58:00,2024-07-06 02:59:00,0,0,
9,3164018986325977930-2407060156-6,33,Lindern|Geilenkirchen|Übach-Palenberg|Herzogenrath|Kohlscheid,8000404,5,Aachen West,Nordrhein-Westfalen,Aachen,52072,6.070715,50.78036,2024-07-06 02:19:00,2024-07-06 02:20:00,2024-07-06 02:19:00,2024-07-06 02:20:00,0,0,
10,5955490987967094168-2407060237-1,13,,8000002,3,Aalen Hbf,Baden-Württemberg,Aalen,73430,10.096271,48.841013,,2024-07-06 02:37:00,,2024-07-06 02:37:00,0,0,Information
11,-1610284301434971779-2407060120-12,,Stuttgart Hbf|Stuttgart-Bad Cannstatt|Waiblingen|Schorndorf|Urbach(b Schorndorf)|Plüderhausen|Waldhausen(b Schorndorf)|Lorch(Württ)|Schwäbisch Gmünd|Böbingen(Rems)|Mögglingen(Gmünd),8000002,3,Aalen Hbf,Baden-Württemberg,Aalen,73430,10.096271,48.841013,2024-07-06 02:20:00,,2024-07-06 02:20:00,,0,0,Information
