,ID,train,path,eva_nr,category,name,state,city,zip,long,lat,arrival_plan,departure_plan,arrival_change,departure_change,arrival_delay_m,depature_delay_m
0,7950179849560943381-2406260335-1,19,,8000001,2,Aachen Hbf,Nordrhein-Westfalen,Aachen,52064,6.091499,50.7678,,2024-06-26 03:35:00,,,0,0
1,7950179849560943381-2406260335-2,19,Aachen Hbf,8000406,4,Aachen-Rothe Erde,Nordrhein-Westfalen,Aachen,52066,6.116475,50.770202,2024-06-26 03:38:00,2024-06-26 03:38:00,,,0,0
2,7451169596740133223-2406260152-10,8,Flughafen BER|Berlin Ostkreuz|Berlin Ostbahnhof|Berlin Alexanderplatz|Berlin Friedrichstraße|Berlin Hbf|Berlin Zoologischer Garten|Berlin-Charlottenburg|Berlin-Spandau,8080040,5,Albrechtshof,Berlin,Berlin,13591,13.128917,52.549396,2024-06-26 03:06:00,2024-06-26 03:07:00,2024-06-26 03:06:00,2024-06-26 03:07:00,0,0
3,3262097249322916769-2406260241-4,8,Flughafen BER|Berlin Ostkreuz|Berlin Ostbahnhof,8011155,3,Alexanderplatz,Berlin,Berlin,10179,13.410961,52.521481,2024-06-26 03:06:00,2024-06-26 03:07:00,2024-06-26 03:07:00,2024-06-26 03:08:00,1,1
4,700156942723660705-2406260334-5,8,Berlin-Charlottenburg|Berlin Zoologischer Garten|Berlin Hbf|Berlin Friedrichstraße,8011155,3,Alexanderplatz,Berlin,Berlin,10179,13.410961,52.521481,2024-06-26 03:51:00,2024-06-26 03:52:00,2024-06-26 03:51:00,2024-06-26 03:52:00,0,0
5,-199422321941227724-2406260320-5,,Berlin-Charlottenburg|Berlin Zoologischer Garten|Berlin Hbf|Berlin Friedrichstraße,8011155,3,Alexanderplatz,Berlin,Berlin,10179,13.410961,52.521481,2024-06-26 03:34:00,2024-06-26 03:35:00,2024-06-26 03:34:00,2024-06-26 03:35:00,0,0
6,7614102189844476839-2406260305-5,,Berlin-Charlottenburg|Berlin Zoologischer Garten|Berlin Hbf|Berlin Friedrichstraße,8011155,3,Alexanderplatz,Berlin,Berlin,10179,13.410961,52.521481,2024-06-26 03:20:00,2024-06-26 03:21:00,2024-06-26 03:20:00,2024-06-26 03:21:00,0,0
7,4693049160569863660-2406260353-2,1,Plochingen,8000508,3,Altbach,Baden-Württemberg,Altbach,73776,9.382384,48.720393,2024-06-26 03:55:00,2024-06-26 03:55:00,,,0,0
8,7265579896316843783-2406260302-19,9,Berlin Charlottenburg (S)|Berlin Savignyplatz|Berlin Zoologischer Garten (S)|Berlin-Tiergarten|Berlin Bellevue|Berlin Hbf (S-Bahn)|Berlin Friedrichstraße (S)|Berlin Hackescher Markt|Berlin Alexanderplatz (S)|Berlin Jannowitzbrücke|Berlin Ostbahnhof (S)|Berlin Warschauer Straße|Berlin Treptower Park|Berlin Plänterwald|Berlin Baumschulenweg|Berlin-Schöneweide (S)|Berlin-Johannisthal|Berlin-Adlershof,8089054,4,Altglienicke,Berlin,Berlin,12524,13.558753,52.407299,2024-06-26 03:47:00,2024-06-26 03:47:00,2024-06-26 03:47:00,2024-06-26 03:47:00,0,0
9,-869553568704520980-2406260305-11,9,Berlin Alexanderplatz (S)|Berlin Jannowitzbrücke|Berlin Ostbahnhof (S)|Berlin Warschauer Straße|Berlin Treptower Park|Berlin Plänterwald|Berlin Baumschulenweg|Berlin-Schöneweide (S)|Berlin-Johannisthal|Berlin-Adlershof,8089054,4,Altglienicke,Berlin,Berlin,12524,13.558753,52.407299,2024-06-26 03:32:00,2024-06-26 03:32:00,2024-06-26 03:32:00,2024-06-26 03:32:00,0,0
10,1013805375814415387-2406260200-8,RB33,Rheinhausen|Krefeld-Hohenbudberg Chempark|Krefeld-Uerdingen|Krefeld-Linn|Krefeld-Oppum|Krefeld Hbf|Forsthaus,8000584,5,Anrath,Nordrhein-Westfalen,Willich,47877,6.45023,51.285536,2024-06-26 03:09:00,2024-06-26 03:09:00,2024-06-26 03:09:00,2024-06-26 03:09:00,0,0
11,5634945751562721634-2406260313-1,EV,,8000009,3,Ansbach,Bayern,Ansbach,91522,10.578239,49.298032,,2024-06-26 03:13:00,,,0,0
12,3907636899668491030-2406260121-14,,Nürnberg Hbf|Nürnberg-Schweinau|Nürnberg-Stein|Unterasbach|Oberasbach|Anwanden|Roßtal|Roßtal Wegbrücke|Raitersaich|Heilsbronn|Petersaurach Nord|Wicklesgreuth|Sachsen(b Ansbach),8000009,3,Ansbach,Bayern,Ansbach,91522,10.578239,49.298032,2024-06-26 03:08:00,,,,0,0
13,8457975387529600893-2406260020-11,,Dortmund Hbf|Gelsenkirchen Hbf|Essen Hbf|Düsseldorf Hbf|Köln Messe/Deutz Gl.11-12|Montabaur|Limburg Süd|Frankfurt(M) Flughafen Fernbf|Frankfurt(Main)Hbf|Hanau Hbf,8000010,2,Aschaffenburg Hbf,Bayern,Aschaffenburg,63739,9.143697,49.980557,2024-06-26 03:58:00,2024-06-26 04:00:00,2024-06-26 04:07:00,2024-06-26 04:10:00,9,10
14,936745072946599710-2406260352-1,RE24,,8010009,4,Aschersleben Pbf,Sachsen-Anhalt,Aschersleben,6449,11.465689,51.757122,,2024-06-26 03:52:00,,,0,0
