,ID,train,path,eva_nr,category,name,state,city,zip,long,lat,arrival_plan,departure_plan,arrival_change,departure_change,arrival_delay_m,depature_delay_m
0,2268936165231476331-2406250437-1,33,,8000001,2,Aachen Hbf,Nordrhein-Westfalen,Aachen,52064,6.091499,50.7678,,2024-06-25 04:37:00,,,0,0
1,1688734739818381880-2406250431-1,20,,8000001,2,Aachen Hbf,Nordrhein-Westfalen,Aachen,52064,6.091499,50.7678,,2024-06-25 04:31:00,,2024-06-25 04:31:00,0,0
2,-7802230568510813665-2406250437-1,33,,8000001,2,Aachen Hbf,Nordrhein-Westfalen,Aachen,52064,6.091499,50.7678,,2024-06-25 04:37:00,,,0,0
3,2219196795775446371-2406250422-1,4,,8000001,2,Aachen Hbf,Nordrhein-Westfalen,Aachen,52064,6.091499,50.7678,,2024-06-25 04:22:00,,2024-06-25 04:22:00,0,0
4,4096333076998559213-2406250451-1,1,,8000001,2,Aachen Hbf,Nordrhein-Westfalen,Aachen,52064,6.091499,50.7678,,2024-06-25 04:51:00,,2024-06-25 04:51:00,0,0
5,1688734739818381880-2406250431-2,20,Aachen Hbf,8000406,4,Aachen-Rothe Erde,Nordrhein-Westfalen,Aachen,52066,6.116475,50.770202,2024-06-25 04:34:00,2024-06-25 04:35:00,2024-06-25 04:33:00,2024-06-25 04:35:00,-1,0
6,1289268753873593751-2406250459-1,20,,8000406,4,Aachen-Rothe Erde,Nordrhein-Westfalen,Aachen,52066,6.116475,50.770202,,2024-06-25 04:59:00,,,0,0
7,4096333076998559213-2406250451-2,1,Aachen Hbf,8000406,4,Aachen-Rothe Erde,Nordrhein-Westfalen,Aachen,52066,6.116475,50.770202,2024-06-25 04:53:00,2024-06-25 04:54:00,2024-06-25 04:53:00,2024-06-25 04:54:00,0,0
8,2268936165231476331-2406250437-3,33,Aachen Hbf|Aachen Schanz,8000404,5,Aachen West,Nordrhein-Westfalen,Aachen,52072,6.070715,50.78036,2024-06-25 04:42:00,2024-06-25 04:43:00,,,0,0
9,-7802230568510813665-2406250437-3,33,Aachen Hbf|Aachen Schanz,8000404,5,Aachen West,Nordrhein-Westfalen,Aachen,52072,6.070715,50.78036,2024-06-25 04:42:00,2024-06-25 04:43:00,,,0,0
10,2219196795775446371-2406250422-3,4,Aachen Hbf|Aachen Schanz,8000404,5,Aachen West,Nordrhein-Westfalen,Aachen,52072,6.070715,50.78036,2024-06-25 04:28:00,2024-06-25 04:29:00,2024-06-25 04:28:00,2024-06-25 04:29:00,0,0
11,-8921920218489529076-2406250435-1,13,,8000002,3,Aalen Hbf,Baden-Württemberg,Aalen,73430,10.096271,48.841013,,2024-06-25 04:35:00,,2024-06-25 04:35:00,0,0
12,2426332751837545813-2406250436-9,,Ottenhöfen|Ottenhöfen West|Furschenbach|Kappelrodeck Ost|Kappelrodeck|Oberachern Bindfadenfabrik|Oberachern|Achern Stadt,8000412,4,Achern,Baden-Württemberg,Achern,77855,8.065324,48.63399,2024-06-25 04:56:00,,,,0,0
13,8610700612539744294-2406250408-4,8,Bremen Hbf|Bremen-Sebaldsbrück|Bremen-Mahndorf,8000413,4,Achim,Niedersachsen,Achim,28832,9.030447,53.01599,2024-06-25 04:23:00,2024-06-25 04:23:00,2024-06-25 04:22:00,2024-06-25 04:23:00,-1,0
14,7737896901711331834-2406250449-3,69,Hamm(Westf)Hbf|Hamm-Heessen,8000441,4,Ahlen (Westf),Nordrhein-Westfalen,Ahlen ,59227,7.895488,51.761062,2024-06-25 04:56:00,2024-06-25 04:57:00,,,0,0
15,9201234544429338712-2406250408-7,7,Celle|Ehlershausen|Otze|Burgdorf|Aligse|Lehrte,8000443,5,Ahlten (Han),Niedersachsen,Lehrte,31275,9.904613,52.376062,2024-06-25 04:41:00,2024-06-25 04:41:00,2024-06-25 04:41:00,2024-06-25 04:41:00,0,0
16,9034693412834794181-2406250425-1,81,,8000446,4,Ahrensburg,Schleswig-Holstein,Ahrensburg,22926,10.236206,53.669171,,2024-06-25 04:25:00,,2024-06-25 04:25:00,0,0
17,8104519730754987199-2406250435-5,81,Bad Oldesloe|Kupfermühle|Bargteheide|Ahrensburg-Gartenholz,8000446,4,Ahrensburg,Schleswig-Holstein,Ahrensburg,22926,10.236206,53.669171,2024-06-25 04:54:00,2024-06-25 04:55:00,,,0,0
18,-3483787248614023863-2406250437-1,25,,8011003,4,Ahrensfelde,Berlin,Berlin,12689,13.565154,52.571375,,2024-06-25 04:37:00,,,0,0
