,ID,train,path,eva_nr,category,name,state,city,zip,long,lat,arrival_plan,departure_plan,arrival_change,departure_change,arrival_delay_m,depature_delay_m,info
0,-5224680247171799867-2407110209-10,,Horrem|Sindorf|Buir|Merzenich|Düren|Langerwehe|Eschweiler Hbf|Stolberg(Rheinl)Hbf|Aachen-Rothe Erde,8000001,2,Aachen Hbf,Nordrhein-Westfalen,Aachen,52064,6.091499,50.7678,2024-07-11 02:52:00,,2024-07-11 02:53:00,,1,0,
1,-1251565744844871983-2407110236-1,19,,8000001,2,Aachen Hbf,Nordrhein-Westfalen,Aachen,52064,6.091499,50.7678,,2024-07-11 02:36:00,,,0,0,
2,-1623994736072630433-2407110253-1,4,,8000001,2,Aachen Hbf,Nordrhein-Westfalen,Aachen,52064,6.091499,50.7678,,2024-07-11 02:53:00,,2024-07-11 02:53:00,0,0,
3,-5224680247171799867-2407110209-9,19,Horrem|Sindorf|Buir|Merzenich|Düren|Langerwehe|Eschweiler Hbf|Stolberg(Rheinl)Hbf,8000406,4,Aachen-Rothe Erde,Nordrhein-Westfalen,Aachen,52066,6.116475,50.770202,2024-07-11 02:50:00,2024-07-11 02:50:00,2024-07-11 02:49:00,2024-07-11 02:50:00,-1,0,
4,-1251565744844871983-2407110236-2,19,Aachen Hbf,8000406,4,Aachen-Rothe Erde,Nordrhein-Westfalen,Aachen,52066,6.116475,50.770202,2024-07-11 02:39:00,2024-07-11 02:40:00,,,0,0,
5,-1623994736072630433-2407110253-3,4,Aachen Hbf|Aachen Schanz,8000404,5,Aachen West,Nordrhein-Westfalen,Aachen,52072,6.070715,50.78036,2024-07-11 02:58:00,2024-07-11 02:59:00,2024-07-11 02:58:00,2024-07-11 02:59:00,0,0,
6,7451169596740133223-2407110139-10,8,Flughafen BER|Berlin Ostkreuz|Berlin Ostbahnhof|Berlin Alexanderplatz|Berlin Friedrichstraße|Berlin Hbf|Berlin Zoologischer Garten|Berlin-Charlottenburg|Berlin-Spandau,8080040,5,Albrechtshof,Berlin,Berlin,13591,13.128917,52.549396,2024-07-11 02:37:00,2024-07-11 02:37:00,2024-07-11 02:37:00,2024-07-11 02:37:00,0,0,
7,2177444777121604897-2407110202-6,8,Nauen|Brieselang|Finkenkrug|Falkensee|Seegefeld,8080040,5,Albrechtshof,Berlin,Berlin,13591,13.128917,52.549396,2024-07-11 02:21:00,2024-07-11 02:22:00,2024-07-11 02:21:00,2024-07-11 02:22:00,0,0,
8,7451169596740133223-2407110139-4,8,Flughafen BER|Berlin Ostkreuz|Berlin Ostbahnhof,8011155,3,Alexanderplatz,Berlin,Berlin,10179,13.410961,52.521481,2024-07-11 02:06:00,2024-07-11 02:07:00,2024-07-11 02:06:00,2024-07-11 02:07:00,0,0,
9,2177444777121604897-2407110202-12,8,Nauen|Brieselang|Finkenkrug|Falkensee|Seegefeld|Albrechtshof|Berlin-Spandau|Berlin-Charlottenburg|Berlin Zoologischer Garten|Berlin Hbf|Berlin Friedrichstraße,8011155,3,Alexanderplatz,Berlin,Berlin,10179,13.410961,52.521481,2024-07-11 02:51:00,2024-07-11 02:52:00,2024-07-11 02:51:00,2024-07-11 02:52:00,0,0,
10,8960706921782290218-2407110133-24,1,Wedel(Holst)|Hamburg-Rissen|Hamburg-Sülldorf|Hamburg-Iserbrook|Hamburg-Blankenese|Hamburg Hochkamp|Hamburg Klein Flottbek|Hamburg-Othmarschen|Hamburg-Bahrenfeld|Hamburg-Ottensen|Hamburg-Altona(S)|Hamburg Königstraße|Hamburg Reeperbahn|Hamburg Landungsbrücken|Hamburg Stadthausbrücke|Hamburg Jungfernstieg|Hamburg Hbf (S-Bahn)|Hamburg Berliner Tor|Hamburg Landwehr|Hamburg Hasselbrook|Hamburg Wandsbeker Chaussee|Hamburg Friedrichsberg|Hamburg-Barmbek,8000512,4,Alte Wöhr,Hamburg,Hamburg,22307,10.035415,53.59793,2024-07-11 02:29:00,2024-07-11 02:29:00,2024-07-11 02:29:00,2024-07-11 02:29:00,0,0,
11,3463449426130693537-2407110209-5,9,Flughafen BER (S-Bahn)|Waßmannsdorf|Schönefeld(bei Berlin)|Berlin Grünbergallee,8089054,4,Altglienicke,Berlin,Berlin,12524,13.558753,52.407299,2024-07-11 02:23:00,2024-07-11 02:23:00,2024-07-11 02:23:00,2024-07-11 02:23:00,0,0,
12,2354169929884645246-2407110149-5,9,Flughafen BER (S-Bahn)|Waßmannsdorf|Schönefeld(bei Berlin)|Berlin Grünbergallee,8089054,4,Altglienicke,Berlin,Berlin,12524,13.558753,52.407299,2024-07-11 02:03:00,2024-07-11 02:03:00,2024-07-11 02:03:00,2024-07-11 02:03:00,0,0,
13,-5545992856608576470-2407110058-26,9,Berlin-Spandau (S)|Berlin-Stresow|Berlin-Pichelsberg|Berlin Olympiastadion|Berlin Heerstraße|Berlin Messe Süd (Eichkamp)|Berlin Westkreuz|Berlin Charlottenburg (S)|Berlin Savignyplatz|Berlin Zoologischer Garten (S)|Berlin-Tiergarten|Berlin Bellevue|Berlin Hbf (S-Bahn)|Berlin Friedrichstraße (S)|Berlin Hackescher Markt|Berlin Alexanderplatz (S)|Berlin Jannowitzbrücke|Berlin Ostbahnhof (S)|Berlin Warschauer Straße|Berlin Treptower Park|Berlin Plänterwald|Berlin Baumschulenweg|Berlin-Schöneweide (S)|Berlin-Johannisthal|Berlin-Adlershof,8089054,4,Altglienicke,Berlin,Berlin,12524,13.558753,52.407299,2024-07-11 02:02:00,2024-07-11 02:03:00,2024-07-11 02:12:00,2024-07-11 02:13:00,10,10,
14,7529602871628123055-2407110135-11,33,Duisburg Hbf|Duisburg-Hochfeld Süd|Rheinhausen Ost|Rheinhausen|Krefeld-Hohenbudberg Chempark|Krefeld-Uerdingen|Krefeld-Linn|Krefeld-Oppum|Krefeld Hbf|Forsthaus,8000584,5,Anrath,Nordrhein-Westfalen,Willich,47877,6.45023,51.285536,2024-07-11 02:07:00,2024-07-11 02:08:00,2024-07-11 02:08:00,2024-07-11 02:08:00,1,0,
15,-6058665356135913865-2407110209-4,2,Münster(Westf)Hbf|Münster-Albachten|Senden-Bösensell,8000595,4,Nottuln-Appelhülsen,Nordrhein-Westfalen,Nottuln-Appelhülsen,48301,7.426334,51.892139,2024-07-11 02:23:00,2024-07-11 02:23:00,2024-07-11 02:23:00,2024-07-11 02:23:00,0,0,
16,-9167720142418455719-2407110118-3,,München Hbf|München-Pasing,8000013,1,Augsburg Hbf,Bayern,Augsburg,86150,10.88557,48.365441,2024-07-11 01:59:00,2024-07-11 02:01:00,2024-07-11 02:39:00,2024-07-11 02:40:00,40,39,Information
17,6194893901306646476-2407101729-19,,Hamburg-Altona|Hamburg Dammtor|Hamburg Hbf|Hamburg-Harburg|Bremen Hbf|Osnabrück Hbf|Münster(Westf)Hbf|Dortmund Hbf|Bochum Hbf|Essen Hbf|Duisburg Hbf|Düsseldorf Hbf|Köln Hbf|Siegburg/Bonn|Frankfurt(M) Flughafen Fernbf|Mannheim Hbf|Stuttgart Hbf|Ulm Hbf,8000013,1,Augsburg Hbf,Bayern,Augsburg,86150,10.88557,48.365441,2024-07-11 02:20:00,2024-07-11 02:22:00,2024-07-11 02:19:00,2024-07-11 02:22:00,-1,0,Information
18,2778482046603804064-2407110132-16,,Hamburg-Altona(S)|Hamburg Holstenstraße|Hamburg-Sternschanze|Hamburg Dammtor|Hamburg Hbf (S-Bahn)|Hamburg Berliner Tor|Hamburg-Rothenburgsort|Hamburg-Tiefstack|Hamburg Billwerder-Moorfleet|Hamburg Mittlerer Landweg|Hamburg-Allermöhe|Hamburg-Nettelnburg|Hamburg-Bergedorf|Reinbek|Wohltorf,8000669,4,Aumühle,Schleswig-Holstein,Aumühle,21521,10.314672,53.529853,2024-07-11 02:16:00,,2024-07-11 02:16:00,,0,0,
19,7353614156520045329-2407110111-28,7,Ahrensfelde (S)|Berlin Mehrower Allee|Berlin Raoul-Wallenberg-Str.|Berlin-Marzahn|Berlin Poelchaustr.|Berlin Springpfuhl|Berlin-Friedrichsfelde Ost|Berlin-Lichtenberg (S)|Berlin Nöldnerplatz|Berlin Ostkreuz (S)|Berlin Warschauer Straße|Berlin Ostbahnhof (S)|Berlin Jannowitzbrücke|Berlin Alexanderplatz (S)|Berlin Hackescher Markt|Berlin Friedrichstraße (S)|Berlin Hbf (S-Bahn)|Berlin Bellevue|Berlin-Tiergarten|Berlin Zoologischer Garten (S)|Berlin Savignyplatz|Berlin Charlottenburg (S)|Berlin Westkreuz|Berlin-Grunewald|Berlin-Nikolassee|Berlin-Wannsee (S)|Potsdam Griebnitzsee (S),8080070,4,Babelsberg,Brandenburg,Potsdam,14482,13.092871,52.391391,2024-07-11 02:20:00,2024-07-11 02:20:00,2024-07-11 02:33:00,2024-07-11 02:33:00,13,13,
20,-461722775312558653-2407110051-28,7,Ahrensfelde (S)|Berlin Mehrower Allee|Berlin Raoul-Wallenberg-Str.|Berlin-Marzahn|Berlin Poelchaustr.|Berlin Springpfuhl|Berlin-Friedrichsfelde Ost|Berlin-Lichtenberg (S)|Berlin Nöldnerplatz|Berlin Ostkreuz (S)|Berlin Warschauer Straße|Berlin Ostbahnhof (S)|Berlin Jannowitzbrücke|Berlin Alexanderplatz (S)|Berlin Hackescher Markt|Berlin Friedrichstraße (S)|Berlin Hbf (S-Bahn)|Berlin Bellevue|Berlin-Tiergarten|Berlin Zoologischer Garten (S)|Berlin Savignyplatz|Berlin Charlottenburg (S)|Berlin Westkreuz|Berlin-Grunewald|Berlin-Nikolassee|Berlin-Wannsee (S)|Potsdam Griebnitzsee (S),8080070,4,Babelsberg,Brandenburg,Potsdam,14482,13.092871,52.391391,2024-07-11 02:00:00,2024-07-11 02:00:00,2024-07-11 02:01:00,2024-07-11 02:01:00,1,1,
21,8280588487919002193-2407110056-9,,Hamburg Hasselbrook|Hamburg Wandsbeker Chaussee|Hamburg-Tonndorf|Hamburg-Rahlstedt|Ahrensburg|Ahrensburg-Gartenholz|Bargteheide|Kupfermühle,8000023,2,Bad Oldesloe,Schleswig-Holstein,Bad Oldesloe,23843,10.3825414,53.8053902,2024-07-11 02:24:00,,2024-07-11 02:24:00,,0,0,Information
