,ID,train,path,eva_nr,category,name,state,city,zip,long,lat,arrival_plan,departure_plan,arrival_change,departure_change,arrival_delay_m,depature_delay_m,info
0,-1251565744844871983-2407090236-1,19,,8000001,2,Aachen Hbf,Nordrhein-Westfalen,Aachen,52064,6.091499,50.7678,,2024-07-09 02:36:00,,,0,0,Bauarbeiten. (Quelle: zuginfo.nrw)
1,-5224680247171799867-2407090209-10,,Horrem|Sindorf|Buir|Merzenich|Düren|Langerwehe|Eschweiler Hbf|Stolberg(Rheinl)Hbf|Aachen-Rothe Erde,8000001,2,Aachen Hbf,Nordrhein-Westfalen,Aachen,52064,6.091499,50.7678,2024-07-09 02:52:00,,2024-07-09 02:53:00,,1,0,Bauarbeiten. (Quelle: zuginfo.nrw)
2,-1623994736072630433-2407090253-1,4,,8000001,2,Aachen Hbf,Nordrhein-Westfalen,Aachen,52064,6.091499,50.7678,,2024-07-09 02:53:00,,2024-07-09 02:53:00,0,0,
3,-1251565744844871983-2407090236-2,19,Aachen Hbf,8000406,4,Aachen-Rothe Erde,Nordrhein-Westfalen,Aachen,52066,6.116475,50.770202,2024-07-09 02:39:00,2024-07-09 02:40:00,,,0,0,Bauarbeiten. (Quelle: zuginfo.nrw)
4,-5224680247171799867-2407090209-9,19,Horrem|Sindorf|Buir|Merzenich|Düren|Langerwehe|Eschweiler Hbf|Stolberg(Rheinl)Hbf,8000406,4,Aachen-Rothe Erde,Nordrhein-Westfalen,Aachen,52066,6.116475,50.770202,2024-07-09 02:50:00,2024-07-09 02:50:00,2024-07-09 02:49:00,2024-07-09 02:50:00,-1,0,Bauarbeiten. (Quelle: zuginfo.nrw)
5,-1623994736072630433-2407090253-3,4,Aachen Hbf|Aachen Schanz,8000404,5,Aachen West,Nordrhein-Westfalen,Aachen,52072,6.070715,50.78036,2024-07-09 02:58:00,2024-07-09 02:59:00,2024-07-09 02:58:00,2024-07-09 02:59:00,0,0,
6,7451169596740133223-2407090139-10,8,Flughafen BER|Berlin Ostkreuz|Berlin Ostbahnhof|Berlin Alexanderplatz|Berlin Friedrichstraße|Berlin Hbf|Berlin Zoologischer Garten|Berlin-Charlottenburg|Berlin-Spandau,8080040,5,Albrechtshof,Berlin,Berlin,13591,13.128917,52.549396,2024-07-09 02:37:00,2024-07-09 02:37:00,2024-07-09 02:37:00,2024-07-09 02:37:00,0,0,
7,2177444777121604897-2407090202-6,8,Nauen|Brieselang|Finkenkrug|Falkensee|Seegefeld,8080040,5,Albrechtshof,Berlin,Berlin,13591,13.128917,52.549396,2024-07-09 02:21:00,2024-07-09 02:22:00,2024-07-09 02:21:00,2024-07-09 02:22:00,0,0,
8,7451169596740133223-2407090139-4,8,Flughafen BER|Berlin Ostkreuz|Berlin Ostbahnhof,8011155,3,Alexanderplatz,Berlin,Berlin,10179,13.410961,52.521481,2024-07-09 02:06:00,2024-07-09 02:07:00,2024-07-09 02:06:00,2024-07-09 02:07:00,0,0,
9,2177444777121604897-2407090202-12,8,Nauen|Brieselang|Finkenkrug|Falkensee|Seegefeld|Albrechtshof|Berlin-Spandau|Berlin-Charlottenburg|Berlin Zoologischer Garten|Berlin Hbf|Berlin Friedrichstraße,8011155,3,Alexanderplatz,Berlin,Berlin,10179,13.410961,52.521481,2024-07-09 02:51:00,2024-07-09 02:52:00,2024-07-09 02:51:00,2024-07-09 02:52:00,0,0,
10,7529602871628123055-2407090135-11,33,Duisburg Hbf|Duisburg-Hochfeld Süd|Rheinhausen Ost|Rheinhausen|Krefeld-Hohenbudberg Chempark|Krefeld-Uerdingen|Krefeld-Linn|Krefeld-Oppum|Krefeld Hbf|Forsthaus,8000584,5,Anrath,Nordrhein-Westfalen,Willich,47877,6.45023,51.285536,2024-07-09 02:07:00,2024-07-09 02:08:00,2024-07-09 02:07:00,2024-07-09 02:08:00,0,0,
11,-6058665356135913865-2407090209-4,2,Münster(Westf)Hbf|Münster-Albachten|Senden-Bösensell,8000595,4,Nottuln-Appelhülsen,Nordrhein-Westfalen,Nottuln-Appelhülsen,48301,7.426334,51.892139,2024-07-09 02:23:00,2024-07-09 02:23:00,2024-07-09 02:23:00,2024-07-09 02:23:00,0,0,
12,-9167720142418455719-2407090118-3,,München Hbf|München-Pasing,8000013,1,Augsburg Hbf,Bayern,Augsburg,86150,10.88557,48.365441,2024-07-09 01:59:00,2024-07-09 02:01:00,2024-07-09 02:01:00,2024-07-09 02:04:00,2,3,
13,6194893901306646476-2407081729-19,,Hamburg-Altona|Hamburg Dammtor|Hamburg Hbf|Hamburg-Harburg|Bremen Hbf|Osnabrück Hbf|Münster(Westf)Hbf|Dortmund Hbf|Bochum Hbf|Essen Hbf|Duisburg Hbf|Düsseldorf Hbf|Köln Hbf|Siegburg/Bonn|Frankfurt(M) Flughafen Fernbf|Mannheim Hbf|Stuttgart Hbf|Ulm Hbf,8000013,1,Augsburg Hbf,Bayern,Augsburg,86150,10.88557,48.365441,2024-07-09 02:20:00,2024-07-09 02:22:00,2024-07-09 02:19:00,2024-07-09 02:22:00,-1,0,Information
14,8280588487919002193-2407090056-9,,Hamburg Hasselbrook|Hamburg Wandsbeker Chaussee|Hamburg-Tonndorf|Hamburg-Rahlstedt|Ahrensburg|Ahrensburg-Gartenholz|Bargteheide|Kupfermühle,8000023,2,Bad Oldesloe,Schleswig-Holstein,Bad Oldesloe,23843,10.3825414,53.8053902,2024-07-09 02:24:00,,2024-07-09 02:24:00,,0,0,Information
15,-500733363253213383-2407090056-6,,Hamburg Hasselbrook|Hamburg Wandsbeker Chaussee|Hamburg-Tonndorf|Hamburg-Rahlstedt|Ahrensburg,8000023,2,Bad Oldesloe,Schleswig-Holstein,Bad Oldesloe,23843,10.3825414,53.8053902,2024-07-09 02:04:00,,,,0,0,Information
16,7479964783882811425-2407090111-14,3,Ludwigshafen(Rh)Hbf|Ludwigshafen(Rhein) Mitte|Mannheim Hbf|Mannheim ARENA/Maimarkt|Mannheim-Seckenheim|Mannheim-Friedrichsfeld Süd|Heidelberg-Pfaffengrund/Wieblingen|Heidelberg Hbf|Heidelberg-Kirchheim/Rohrbach|St Ilgen-Sandhausen|Wiesloch-Walldorf|Rot-Malsch|Bad Schönborn-Kronau,8003533,4,Bad Schönborn Süd,Baden-Württemberg,Bad Schönborn,76669,8.641924,49.200001,2024-07-09 02:01:00,2024-07-09 02:01:00,,,0,0,Bauarbeiten
17,-2739961280303132791-2407090109-11,RB84,Kiel Hbf|Kiel-Elmschenhagen|Raisdorf|Preetz|Ascheberg(Holst)|Plön|Bad Malente-Gremsmühlen|Eutin|Pönitz(Holst)|Pansdorf,8000749,5,Bad Schwartau,Schleswig-Holstein,Bad Schwartau,23611,10.702722,53.916276,2024-07-09 02:25:00,2024-07-09 02:25:00,2024-07-09 02:25:00,2024-07-09 02:25:00,0,0,
18,2452490716313299869-2407090021-4,,München Hbf|Nürnberg Hbf|Erlangen,8000025,2,Bamberg,Bayern,Bamberg,96052,10.899489,49.900759,2024-07-09 02:12:00,2024-07-09 02:14:00,2024-07-09 02:35:00,2024-07-09 02:36:00,23,22,
19,908067538504114665-2407090120-18,6,Düsseldorf-Rath Mitte|Düsseldorf-Derendorf|Düsseldorf-Zoo|Düsseldorf Wehrhahn|Düsseldorf Hbf|Düsseldorf Volksgarten|Düsseldorf-Oberbilk|Düsseldorf-Eller Süd|Düsseldorf-Reisholz|Düsseldorf-Benrath|Düsseldorf-Garath|Düsseldorf-Hellerhof|Langenfeld(Rhld)-Berghausen|Langenfeld(Rhld)|Leverkusen-Rheindorf|Leverkusen-Küppersteg|Leverkusen Mitte,8000832,5,Leverkusen Chempark,Nordrhein-Westfalen,Köln,51061,6.996675,51.011409,2024-07-09 02:06:00,2024-07-09 02:06:00,2024-07-09 02:07:00,2024-07-09 02:07:00,1,1,Bauarbeiten. (Quelle: zuginfo.nrw)
20,7451169596740133223-2407090139-5,8,Flughafen BER|Berlin Ostkreuz|Berlin Ostbahnhof|Berlin Alexanderplatz,8011306,2,Berlin-Friedrichstraße,Berlin,Berlin,10117,13.3872056,52.520373,2024-07-09 02:10:00,2024-07-09 02:11:00,2024-07-09 02:10:00,2024-07-09 02:11:00,0,0,
21,2177444777121604897-2407090202-11,8,Nauen|Brieselang|Finkenkrug|Falkensee|Seegefeld|Albrechtshof|Berlin-Spandau|Berlin-Charlottenburg|Berlin Zoologischer Garten|Berlin Hbf,8011306,2,Berlin-Friedrichstraße,Berlin,Berlin,10117,13.3872056,52.520373,2024-07-09 02:47:00,2024-07-09 02:48:00,2024-07-09 02:47:00,2024-07-09 02:48:00,0,0,
22,7451169596740133223-2407090139-3,8,Flughafen BER|Berlin Ostkreuz,8010255,1,Berlin Ostbahnhof,Berlin,Berlin,10243,13.4346807,52.5104881,2024-07-09 02:02:00,2024-07-09 02:03:00,2024-07-09 02:02:00,2024-07-09 02:03:00,0,0,
23,2177444777121604897-2407090202-13,8,Nauen|Brieselang|Finkenkrug|Falkensee|Seegefeld|Albrechtshof|Berlin-Spandau|Berlin-Charlottenburg|Berlin Zoologischer Garten|Berlin Hbf|Berlin Friedrichstraße|Berlin Alexanderplatz,8010255,1,Berlin Ostbahnhof,Berlin,Berlin,10243,13.4346807,52.5104881,2024-07-09 02:54:00,2024-07-09 02:56:00,2024-07-09 02:54:00,2024-07-09 02:56:00,0,0,
24,7451169596740133223-2407090139-7,8,Flughafen BER|Berlin Ostkreuz|Berlin Ostbahnhof|Berlin Alexanderplatz|Berlin Friedrichstraße|Berlin Hbf,8010406,2,Berlin Zoologischer Garten,Berlin,Berlin,10623,13.3324447,52.5073407,2024-07-09 02:20:00,2024-07-09 02:21:00,2024-07-09 02:20:00,2024-07-09 02:21:00,0,0,
25,2177444777121604897-2407090202-9,8,Nauen|Brieselang|Finkenkrug|Falkensee|Seegefeld|Albrechtshof|Berlin-Spandau|Berlin-Charlottenburg,8010406,2,Berlin Zoologischer Garten,Berlin,Berlin,10623,13.3324447,52.5073407,2024-07-09 02:38:00,2024-07-09 02:39:00,2024-07-09 02:38:00,2024-07-09 02:39:00,0,0,
26,7451169596740133223-2407090139-8,8,Flughafen BER|Berlin Ostkreuz|Berlin Ostbahnhof|Berlin Alexanderplatz|Berlin Friedrichstraße|Berlin Hbf|Berlin Zoologischer Garten,8010403,3,Berlin-Charlottenburg,Berlin,Berlin,10627,13.3023298,52.5042126,2024-07-09 02:24:00,2024-07-09 02:25:00,2024-07-09 02:24:00,2024-07-09 02:25:00,0,0,
