,eva_nr,name,category,state,city,zipcode,street,long,lat
2630,8010206,Leipzig-Connewitz,5,Sachsen,Leipzig,04277,Bornaische Str. 95a,12.3863125,51.300717
2631,8012188,Leipzig-Gohlis,4,Sachsen,Leipzig,04155,Blochmannstr. 1,12.374533,51.362861
2632,8012190,Leipzig-Heiterblick,6,Sachsen,Leipzig,04329,Wodanstr.,12.459979,51.369339
2633,8012192,Leipzig-Knauthain,6,Sachsen,Leipzig,04229,Dieskaustr. 392,12.309095,51.278181
2634,8010207,Leipzig-Leutzsch,5,Sachsen,Leipzig,04179,Am Ritterschlösschen 3,12.303738,51.3540014
2635,8012193,Leipzig-Möckern,4,Sachsen,Leipzig,04155,Kirschbergstr. 57,12.352271,51.364431
2636,8010208,Leipzig-Paunsdorf,5,Sachsen,Leipzig,04328,Theodor-Heuss-Str. 42,12.444338,51.3443
2637,8010209,Leipzig-Plagwitz,5,Sachsen,Leipzig,04229,Engertstr. 36,12.32208,51.32804
2638,8012194,Leipzig-Stötteritz,4,Sachsen,Leipzig,04299,Güntzstr. 2,12.411428,51.324512
2639,8012195,Leipzig-Thekla,6,Sachsen,Leipzig,04349,Theklaer Str. 110,12.4307513,51.3716263
2640,8012197,Leipzig-Wahren,5,Sachsen,Leipzig-Wahren,04159,Lützschenaer Straße,12.3214835,51.3806874
2641,8012198,Leisnig,6,Sachsen,Leisnig,04703,Bahnhofstr. 31,12.938389,51.160325
2642,8012199,Leißling,6,Sachsen-Anhalt,Leißling,06667,Bahnhofstr. 27,11.909824,51.185484
2643,8003628,Leitstade,7,Niedersachsen,Hitzacker OT Leitstade,29456,Leitstade Bahnhof 1,10.912783,53.169143
2644,8003630,Lembeck,6,Nordrhein-Westfalen,Dorsten-Lembeck,46286,Lippramsdorfer Str. 163,7.02548,51.751244
2645,8003632,Lemförde,5,Niedersachsen,Stemshorn,49448,Alter Bahndamm,8.36161,52.460163
2646,8003635,Lemmie,5,Niedersachsen,Gehrden,30989,Bahnhofstr. 5,9.608572,52.285104
2647,8003638,Lendringsen,6,Nordrhein-Westfalen,Menden,58710,Hüingser Ring 100,7.826617,51.410398
2648,8012203,Lengenfeld (Vogtl),6,Sachsen,Lengenfeld ,08485,Am Bahnhof 1,12.373259,50.573121
2649,8003639,Lengenwang,6,Bayern,Lengenwang,87663,Bahnhofstr. 9,10.601214,47.697399
2650,8003640,Lengerich (Westf),5,Nordrhein-Westfalen,Lengerich,49525,Bahnhofstr. 193,7.878459,52.175785
2651,8003641,Otzberg-Lengfeld,6,Hessen,Otzberg,64853,Bahnhofstraße 15 a,8.902737,49.839453
2652,8003643,Lenggries,6,Bayern,Lenggries,83661,Bahnhofplatz 2,11.573539,47.680395
2653,8003649,Lensahn,7,Schleswig-Holstein,Lensahn,23738,Am Bahnhof 2,10.890451,54.21931
2654,8003652,Leonberg,3,Baden-Württemberg,Leonberg,71229,Bahnhofstr. 78,9.003853,48.799646
2655,8003655,Leopoldstal,7,Nordrhein-Westfalen,Horn-Bad Meinberg,32805,Nelkenweg 30,8.971182,51.844497
2656,8003656,Leschede,6,Niedersachsen,Emsbüren,48488,Emsstraße 2,7.305961,52.397644
2657,8000227,Iserlohn-Letmathe,4,Nordrhein-Westfalen,Iserlohn,58642,Bahnhofstraße 12,7.618397,51.362838
2658,8003657,Letmathe-Dechenhöhle,7,Nordrhein-Westfalen,Iserlohn,58642,Dechenhöhle 5,7.644154,51.365465
2659,8012205,Letschin,6,Brandenburg,Letschin,15324,Bahnhofstr. 18,14.347447,52.632725
2660,8003658,Lette (Kr Coesfeld),6,Nordrhein-Westfalen,Coesfeld-Lette,48653,Bahnhofsallee 47,7.186998,51.892495
2661,8003659,Letter,5,Niedersachsen,Seelze OT Letter,30926,Heinrich-Spät-Str. 2,9.63948,52.393898
2662,8012207,Leubingen,6,Thüringen,Sömmerda,99610,Bahnhofstr. 22,11.15332,51.205099
2663,8003660,Leubsdorf (Rhein),6,Rheinland-Pfalz,Leubsdorf ,53547,Hauptstraße 1,7.28635,50.547039
2664,8012211,Leuna Werke Nord,6,Sachsen-Anhalt,Leuna,06237,Straße D,12.0009273,51.3206657
2665,8012212,Leuna Werke Süd,6,Sachsen-Anhalt,Leuna,06237,Straße O,12.006637,51.306599
2666,8012213,Leutenberg,6,Thüringen,Leutenberg,07338,Bahnhofstr. 6,11.447858,50.564819
2667,8003663,Leuterschach,7,Bayern,Marktoberdorf,87616,Mühlbichel 24,10.581221,47.745641
2668,8003664,Leutershausen-Wiedersbach,6,Bayern,Leutershausen,91578,Schalkhäuser Straße 14,10.4401,49.2949
2669,8003665,Leutesdorf (Rhein),5,Rheinland-Pfalz,Leutesdorf ,56599,August Bungert Allee 1,7.392067,50.447682
2670,8012215,Leuthen (b Cottbus),6,Brandenburg,Drebkau,03116,Am Bahnhof 1,14.256108,51.695079
2671,8000336,Leutkirch,5,Baden-Württemberg,Leutkirch,88299, Bahnhof 1,10.015836,47.826167
2672,8006713,Leverkusen Mitte,4,Nordrhein-Westfalen,Leverkusen,51373,Heinrich von Stephan Str. 1,6.991661,51.031514
2673,8003668,Leverkusen-Küppersteg,5,Nordrhein-Westfalen,Leverkusen,51373,Küppersteger Str. 57,6.988119,51.045822
2674,8003672,Leverkusen-Rheindorf,5,Nordrhein-Westfalen,Leverkusen,51371,Solinger Str.,6.963464,51.064265
2675,8003669,Leverkusen-Manfort,5,Nordrhein-Westfalen,Leverkusen- Schlebusch,51377,Moosweg 2,7.0151782,51.0310581
2676,8003673,Lich (Oberhess),5,Hessen,Lich,35423,Bahnhofstr. 1,8.821959,50.514578
2677,8012220,Lichtenberg (Erzgeb),7,Sachsen,Lichtenberg ,09638,Bahnhofstr. 20,13.403754,50.840179
2678,8000228,Lichtenfels,3,Bayern,Lichtenfels,96215,Am Bahnhofsplatz 3,11.059472,50.146452
2679,8012221,Rostock Lichtenhagen,4,Mecklenburg-Vorpommern,Rostock,18109,Albrecht-Tischbein-Straße 1,12.070866,54.152403
2680,8089070,Lichtenrade,5,Berlin,Berlin,12307,Bahnhofstr.31,13.396175,52.387297
2681,8012223,Lichtenstein (Sachs),6,Sachsen,Lichtenstein ,09350,Bahnhofstr. 1,12.626412,50.757677
2682,8012224,Lichtentanne (Sachs),6,Sachsen,Lichtentanne ,08115,Bahnhofstr. 1,12.419664,50.69935
2683,8012225,Lichtentanne (Thür),7,Thüringen,Leutenberg,07338,Bahnhofstrasse 1,11.481606,50.524377
2684,8003676,Lichtenthal,7,Bayern,Zwiesel,94227,Flanitzer Str.,13.246466,49.008762
2685,8012226,Liebenthal (Prign),7,Brandenburg,Heiligengrabe,16909,Bahnhofstr. 1,12.393287,53.151207
2686,8012228,Leipzig-Liebertwolkwitz,6,Sachsen,Leipzig,04288,Bahnhofsallee 13,12.469248,51.28397
2687,8003681,Lieblos,6,Hessen,Gründau,63584,Leipziger Straße 51,9.14402,50.207104
2688,8010210,Lietzow (Rügen),6,Mecklenburg-Vorpommern,Lietzow (Rügen),18528,Bahnhofstr. 28,13.510002,54.480965
2689,8003684,"Limbach (b Homburg,Saar)",6,Saarland,Kirkel,66459,Bahnstr. 3,7.279127,49.312148
2690,8012231,Limbach (Vogtl),6,Sachsen,Limbach ,08492,Bahnhofstr. 1,12.25315,50.587071
2691,8000229,Limburg (Lahn),3,Hessen,Limburg,65549,Bahnhofsplatz 1,8.062342,50.384119
2692,8003687,Limburgerhof,4,Rheinland-Pfalz,Limburgerhof,67117,Bahnhofsplatz 1,8.390747,49.424273
2693,8012232,Limmritz (Sachs),6,Sachsen,Ziegra-Knobelsdorf,04720,Hauptstr. 5,13.049655,51.1178085
2694,8003680,Limburg Süd,4,Hessen,Limburg,65552,Londoner Str. 5,8.096112,50.382498
2695,8012233,Linda (Elster),6,Sachsen-Anhalt,Jessen (Elster),06917,Bahnhofstr. 39,13.085176,51.853056
2696,8003690,Lindach,6,Baden-Württemberg,Eberbach-Lindach,69412,Am Steinbusch,9.00646,49.416918
2697,8000230,Lindau-Insel,3,Bayern,Lindau,88131,Bahnhofplatz 1,9.680469,47.544341
2698,8003692,Lindau-Aeschach,6,Bayern,Lindau,88131,Wackerstr.29,9.68466,47.55962
2699,8003693,Lindau-Reutin,3,Bayern,Lindau-Reutin,88131,Bregenzer Straße 46,9.703292,47.552384
2700,8012236,Leipzig-Lindenau,6,Sachsen,Leipzig,04177,Demmeringstr.,12.321483,51.333756
2701,8012237,Lindenberg (Mark),7,Brandenburg,Tauche,15848,Bahnhofstr.10a,14.111705,52.203625
2702,8003696,Lindenholzhausen,6,Hessen,Limburg,65551,Bahnhofstr. 72,8.133372,50.377565
2703,8003697,Lindern,4,Nordrhein-Westfalen,Geilenkirchen,52511,Linderner Bahn 7,6.207467,50.996842
2704,8003698,Altenstadt-Lindheim,6,Hessen,Altenstadt,63674,Neuer Weg 10,8.978775,50.291334
2705,8003699,Lindhorst (Schaumb-Lippe),6,Niedersachsen,Lindhorst,31698,Bahnhofstr. 4,9.288867,52.35432
2706,8003700,Lindwedel,6,Niedersachsen,Lindwedel,29690,Hannoversche Str. 14b,9.689022,52.610943
2707,8003701,Lingen (Ems),4,Niedersachsen,Lingen ,49809,Bernd-Rosemeyer Str. 18,7.321731,52.519867
2708,8003702,Lingenfeld,6,Rheinland-Pfalz,Lingenfeld,67360,Bahnhofstr. 3,8.349523,49.252584
2709,8003705,Linsburg,6,Niedersachsen,Linsburg,31636,Am Bahnhof 1,9.325638,52.600966
2710,8003708,Linz (Rhein),4,Rheinland-Pfalz,Linz ,53545,Bahnhofstr. 1,7.276032,50.569335
2711,8000571,Lippstadt,4,Nordrhein-Westfalen,Lippstadt,59555,Rixbeckerstr. 2,8.348785,51.670687
2712,8003711,Rotenburg an der Fulda-Lispenhausen,6,Hessen,Rotenburg an der Fulda,36199,Bahnhofstr.40,9.766787,50.990247
2713,8003713,Lissendorf,6,Rheinland-Pfalz,Lissendorf,54587,Bahnhofstraße 16,6.615158,50.318489
2714,8003715,Listerscheid,6,Nordrhein-Westfalen,Attendorn,57439,Ihnestraße 131,7.849495,51.108143
2715,8003716,Kreuztal-Littfeld,6,Nordrhein-Westfalen,Kreuztal,57223,Müsener Straße 16,7.987142,51.00719
2716,8010212,Löbau (Sachs),4,Sachsen,Löbau,02708,Bahnhofstr. 35,14.671941,51.099447
2717,8013452,Bad Lobenstein,6,Thüringen,Bad Lobenstein,07356,Poststrasse 2b,11.6418064,50.452415
2718,8012241,Lobstädt,6,Sachsen,Lobstädt,04552,Bahnhofstr. 2,12.448732,51.135997
2719,8003721,Löcherberg,7,Baden-Württemberg,Oppenau,77728,Bahnhofstr.1,8.172248,48.434667
2720,8003720,Lochham,4,Bayern,Gräfelfing,82166,Lochhamerstr. 83,11.43089,48.128247
2721,8010213,Löcknitz,6,Mecklenburg-Vorpommern,Löcknitz,17321,Ernst-Thälmann-Str. 1,14.215417,53.4561
2722,8003722,Lödingsen,7,Niedersachsen,Adelebsen-Lödingsen,37139,Gartenstraße 62,9.791027,51.589196
2723,8003723,Löf,6,Rheinland-Pfalz,Löf,56332,Bahnhofstr. 1,7.443512,50.230569
2724,8003724,Löffingen,6,Baden-Württemberg,Löffingen,79843,Bahnhofstr. 1,8.3418,47.883434
2725,8003734,Lohgarten-Roth,7,Bayern,Roth,91154,Lohgartenweg 2,11.09595,49.243567
2726,8003735,Lohhof,4,Bayern,Unterschleißheim,85716,südliche Ingolstädter Str. 2,11.580813,48.287937
2727,8012249,Lohmen,6,Sachsen,Lohmen,01847,Am Bahnhof 1,13.987904,50.98906
2728,8003726,Löhnberg,6,Hessen,Löhnberg,35792,Am Bahnhof 1,8.274307,50.509347
2729,8003738,Lohne (Oldb),6,Niedersachsen,Lohne ,49393,Bahnhofstr. 28,8.229292,52.665326
2730,8000233,Löhne (Westf),4,Nordrhein-Westfalen,Löhne,32584,Bünder Str. 7,8.7135,52.196653
2731,8003739,Lohnweiler,6,Rheinland-Pfalz,Lohnweiler,67744,Hauptstr. 11,7.59971201,49.6356822
2732,8003740,Lohr Bahnhof,4,Bayern,Lohr am Main,97816,Bahnhofstr. 45,9.580715,50.004409
2733,8012250,Lohsa,7,Sachsen,Lohsa,02999,Am Silbersee,14.4041437,51.374168
2734,8012252,Loitsch-Hohenleuben,6,Thüringen,Steinsdorf,07570,Dorfstr. 10,12.0482844,50.734031
2735,8000234,Lollar,5,Hessen,Lollar,35457,Bahnhofstr. 10,8.70174,50.647936
2736,8003748,Lonsee,6,Baden-Württemberg,Lonsee,89173,Bahnhofstr. 9,9.917377,48.544967
2737,8003749,Loppenhausen,7,Bayern,Breitenbrunn,87739,Weilerstraße 7,10.390907,48.162511
2738,8003751,Lorch (Rhein),6,Hessen,Lorch,65391,Rheinstr. 58,7.812843,50.0403
2739,8003752,Lorch (Württ),5,Baden-Württemberg,Lorch (Württ),73547,Poststr. 11,9.695761,48.797906
2740,8003753,Lorchhausen,6,Hessen,Lorch,65391,Kauber Straße 7,7.781403,50.053835
2741,8003729,Lörrach Hbf,4,Baden-Württemberg,Lörrach,79539,Bahnhofstr. 1,7.66542,47.614053
2742,8003730,Lörrach-Stetten,6,Baden-Württemberg,Lörrach,79540,Basler Str.26,7.659032,47.601418
2743,8003754,Lorsbach,4,Hessen,Hofheim (Taunus),65719,Am Bahnhof 4,8.422853,50.11489
2744,8003755,Lorsch,6,Hessen,Lorsch,64653,Lindenstr. 1,8.566262,49.659093
2745,8003731,Lörzenbach-Fahrenbach,7,Hessen,Fürth (Odenw),64658,Ahornweg,8.76462758,49.6388506
2746,8003758,Loßburg-Rodt,7,Baden-Württemberg,Loßburg,72290,Bahnhofstr. 34,8.453187,48.418057
2747,8003732,Lövenich,5,Nordrhein-Westfalen,Köln-Lövenich,50859,Goethestr. 1,6.83444,50.942932
2748,8010214,Löwenberg (Mark),5,Brandenburg,Löwenberger Land-Löwenbe ,16775,Zum Bahnhof 7,13.190055,52.896801
2749,8003733,Löwental,6,Baden-Württemberg,Friedrichshafen,88046,Adelheidstraße 11,9.499241,47.661398
2750,8003760,Loxstedt,6,Niedersachsen,Loxstedt,27612,Bahnhofstr. 1,8.654301,53.474653
2751,8003772,Lübbecke (Westf),6,Nordrhein-Westfalen,Lübbecke,32312,Am Bahnhof 2,8.605732,52.306341
2752,8010217,Lübben (Spreewald),4,Brandenburg,Lübben,15907,Bahnhofstr. 1,13.877182,51.939737
2753,8010220,Lübbenau (Spreewald),4,Brandenburg,Lübbenau ,03222,Bahnhofstr. 3a,13.9609,51.862169
2754,8003773,Lübberstedt,6,Niedersachsen,Lübberstedt,27729,Bahnhofstr. 33,8.785104,53.343358
2755,8000237,Lübeck Hbf,2,Schleswig-Holstein,Lübeck,23558,Am Bahnhof 6,10.669821,53.867547
2756,8003781,Lübeck Flughafen,6,Schleswig-Holstein,Lübeck,23562,Wulfsdorfer Weg 1,10.6973523,53.8044652
2757,8003776,Lübeck-Kücknitz,6,Schleswig-Holstein,Lübeck,23569,Elbingstr.24 ,10.81889,53.924952
2758,8003777,Lübeck-Travemünde Hafen,6,Schleswig-Holstein,Lübeck,23570,Vogteistr. 13,10.865587,53.958759
2759,8006704,Lübeck-Travemünde Skandinavienkai,6,Schleswig-Holstein,Lübeck,23570,Ivendorfer Landstr.7,10.854029,53.950787
2760,8003778,Lübeck-Travemünde Strand,6,Schleswig-Holstein,Lübeck,23570,Bertlingstr. 21,10.875604,53.964795
2761,8012262,Lüblow (Meckl),6,Mecklenburg-Vorpommern,Lüblow ,19288,Am Brink,11.4600844,53.418637
2762,8012257,Lubolz,6,Brandenburg,Lübben (Spreewald),15907,Bahnhofstr. 6a,13.821351,51.962416
2763,8012263,Lübs (b Magdeburg),6,Sachsen-Anhalt,Lübs,39264,Bahnhofstr. 1,11.93517,52.020211
2764,8012264,Lübstorf,6,Mecklenburg-Vorpommern,Lübstorf,19069,Bahnhofstr. 20,11.411316,53.728881
2765,8003780,Höxter-Lüchtringen,6,Nordrhein-Westfalen,Höxter,37671,Westfalenstr. 25,9.427208,51.790928
2766,8012259,Luckenau,6,Sachsen-Anhalt,Luckenau,06727,Am Bahnhof 1,12.077902,51.093993
2767,8012260,Luckenwalde,5,Brandenburg,Luckenwalde,14943,Bahnhofsplatz 7,13.160409,52.09059
2768,8003782,Lüdenscheid,6,Nordrhein-Westfalen,Lüdenscheid,58507,Bahnhofstraße 26,7.628717,51.220352
2769,8012268,Lüdersdorf (Meckl),7,Mecklenburg-Vorpommern,Lüdersdorf ,23923,Bahnhofstr. 4,10.815143,53.832924
2770,8003762,Ludersheim,6,Bayern,Altdorf,90518,An der Ziegelei 15,11.323856,49.392166
2771,8003783,Lüdinghausen,6,Nordrhein-Westfalen,Lüdinghausen,59348,Industriestr. 2,7.431312,51.762386
2772,8000235,Ludwigsburg,3,Baden-Württemberg,Ludwigsburg,71638,Bahnhofstr.10,9.18542,48.891862
2773,8003763,Ludwigschorgast,6,Bayern,Ludwigschorgast,95364,Am Bahnhof 8,11.557252,50.121624
2774,8010215,Ludwigsfelde,4,Brandenburg,Ludwigsfelde,14974,Am Bahnhof 2,13.267319,52.298098
2775,8003764,Ludwigshafen (Bodensee),6,Baden-Württemberg,Ludwigshafen ,78351,Bahnhofstr. 3,9.053193,47.815651
2776,8000236,Ludwigshafen (Rhein) Hbf,2,Rheinland-Pfalz,Ludwigshafen,67059,Pasadenaallee 1,8.433042,49.476529
2777,8003765,Ludwigshafen-Mundenheim,5,Rheinland-Pfalz,Ludwigshafen,67065,Wattstr. 126,8.421092,49.461572
2778,8003766,Ludwigshafen-Oggersheim,4,Rheinland-Pfalz,Ludwigshafen,67071,Prälat-Caire-Str. 20,8.381523,49.493188
2779,8003767,Ludwigshafen-Rheingönheim,5,Rheinland-Pfalz,Ludwigshafen ,67065,Von-Kieffer-Str. 1,8.409493,49.447471
2780,8003768,Ludwigshöhe,6,Bayern,Rückersdorf,90607,Fliedersteig 22,11.248783,49.499569
2781,8010216,Ludwigslust,4,Mecklenburg-Vorpommern,Ludwigslust,19288,Rudolf-Tarnow-Str. 1,11.494491,53.334671
2782,8003770,Ludwigsstadt,6,Bayern,Ludwigsstadt,96337,Bahnhofstr. 14,11.382989,50.486583
2783,8003771,Ludwigsthal,7,Bayern,Lindberg,94227,Haus zur Wildnis,13.237815,49.059599
2784,8003784,Lügde,6,Nordrhein-Westfalen,Lügde,32676,Bahnhofstraße 8,9.25083,51.959294
2785,8003794,Luhe,6,Bayern,Luhe,92706,Neudorfer Str. 53,12.139463,49.57992
2786,8003795,Luhe-Wildenau,6,Bayern,Luhe-Wildenau,92706,Bahnhofstr. 2,12.126909,49.598731
2787,8003796,Luisenthal (Saar),5,Saarland,Völklingen,66333,Bahnhofstr. 10,6.904214,49.249595
2788,8003798,Lunden,5,Schleswig-Holstein,Lunden,25774,Nordbahnhofstr. 29,9.030746,54.331231
2789,8000238,Lüneburg,2,Niedersachsen,Lüneburg,21337,Bahnhofstr. 10,10.41989,53.249656
2790,8000239,Lünen Hbf,4,Nordrhein-Westfalen,Lünen,44534,Münsterstr. 50,7.529485,51.617129
2791,8003788,Lünern,6,Nordrhein-Westfalen,Unna (Lünern),59427,Bahnhofstr.,7.760771,51.54337
2792,8003799,Lunestedt,6,Niedersachsen,Lunestedt,27616,Wesermünder Str. 2,8.735085,53.439084
2793,8012269,Lüssow (Meckl),6,Mecklenburg-Vorpommern,Lüssow,18276,L 142 Schwaaner Straße,12.13786,53.843724
2794,8012279,Lutherstadt Eisleben,5,Sachsen-Anhalt,Lutherstadt Eisleben,06295,Bahnhofsring 11,11.5508795,51.5183138
2795,8010222,Lutherstadt Wittenberg Hauptbahnhof,3,Sachsen-Anhalt,Lutherstadt Wittenberg,06886,Am Hauptbahnhof 1,12.662285,51.867811
2796,8012280,Lutherstadt Wittenberg Altstadt,6,Sachsen-Anhalt,Lutherstadt Wittenberg,06886,Dessauerstr. 7,12.641431,51.863767
2797,8012282,Lutherstadt Wittenberg-Piesteritz,6,Sachsen-Anhalt,Lutherstadt Wittenberg,06886,Pestalotzzistraße,12.596775,51.871862
2798,8012271,Rostock Lütten Klein,5,Mecklenburg-Vorpommern,Rostock,18107,Alte Warnemünder Chaussee 1,12.064985,54.138222
2799,8003790,Lütter,6,Hessen,Eichenzell-Lütter,36124,Strehlhofweg 7,9.765536,50.4809
2800,8003804,Lutum,6,Nordrhein-Westfalen,Billerbeck-Lutum,48727,Lutum 15 a,7.22643971,51.9823494
2801,8003791,Lützel,7,Nordrhein-Westfalen,Hilchenbach,57271,Ahornweg 9,8.174364,50.967045
2802,8003792,Weinheim-Lützelsachsen,6,Baden-Württemberg,Weinheim,69469,Bachwiesenstraße 43,8.649501,49.527385
2803,8012274,Lützow,7,Mecklenburg-Vorpommern,Lützow,19209,Am Bahnhof 1,11.18043,53.655968
2804,8012285,Leipzig-Lützschena,6,Sachsen,Lützschena,04469,Bahnstraße,12.293091,51.390057
2805,8012284,Machern (Sachs),6,Sachsen,Machern,04827,Leipziger Str. 2,12.627757,51.357628
2806,8010224,Magdeburg Hbf,2,Sachsen-Anhalt,Magdeburg,39104,Bahnhofstr. 69,11.626963,52.1305112
2807,8012287,Magdeburg Südost,5,Sachsen-Anhalt,Magdeburg,39122,Welsleber Str. 1,11.669977,52.07019
2808,8013485,Magdeburg SKET Industriepark,5,Sachsen-Anhalt,Magdeburg,39104,Schanzenweg,11.638277,52.097545
2809,8013456,Magdeburg-Buckau,4,Sachsen-Anhalt,Magdeburg,39104,Porsestr. 16,11.63004,52.109204
2810,8012289,Magdeburg-Eichenweiler,5,Sachsen-Anhalt,Magdeburg,39124,Am Schöppensteg,11.657982,52.166448
2811,8080660,Magdeburg-Hasselbachplatz,6,Sachsen-Anhalt,Magdeburg,39104,Bahnhofstr. 62,11.625322,52.122395
2812,8010226,Magdeburg-Neustadt,4,Sachsen-Anhalt,Magdeburg,39124,Gröperstr.,11.641703,52.148843
2813,8010086,Magdeburg-Rothensee,6,Sachsen-Anhalt,Magdeburg,39126,Windmühlenstr. 70,11.647915,52.186756
2814,8012291,Magdeburg-Salbke,5,Sachsen-Anhalt,Magdeburg,39122,Lüttgen Salbker Weg,11.656447,52.080745
2815,8012292,Magdeburg-Sudenburg,6,Sachsen-Anhalt,Magdeburg,39116,Sudenburger Wuhne,11.597136,52.120426
2816,8080970,Mahlow,5,Brandenburg,Mahlow,15831,Heimstättenstraße 8,13.407932,52.36054
2817,8012295,Mahlwinkel,6,Sachsen-Anhalt,Mahlwinkel,39517,Bahnhofstr. 1,11.788824,52.39373
2818,8003809,Maikammer-Kirrweiler,6,Rheinland-Pfalz,Kirrweiler,67489,Am Bahnhof 3,8.147177,49.30558
2819,8003810,Mainaschaff,6,Bayern,Mainaschaff,63814,Bahnhofstr. 76,9.085739,49.982405
2820,8003813,Mainleus,6,Bayern,Mainleus,95336,Bahnhofstr.,11.379525,50.099812
2821,8003814,Mainroth,6,Bayern,Burgkunstadt,96224,Bahnweg,11.319285,50.120661
2822,8000240,Mainz Hbf,2,Rheinland-Pfalz,Mainz,55116,Bahnhofplatz 1,8.25872,50.001117
2823,8003815,Mainz Nord,5,Rheinland-Pfalz,Mainz,55120,Rheinallee 160,8.246852,50.020066
2824,8003816,Mainz Römisches Theater,3,Rheinland-Pfalz,Mainz,55116,Holzhofstr. 1a,8.277565,49.993465
2825,8000241,Mainz-Bischofsheim,4,Hessen,Bischofsheim,65474,Bahnhofsplatz 1,8.35750043,49.9932258
2826,8003817,Mainz-Gonsenheim,6,Rheinland-Pfalz,Mainz,55124,An der Ochsenwiese 12,8.214478,49.997756
2827,8003818,Mainz-Gustavsburg,3,Hessen,Ginsheim-Gustavsburg,65462,Dr. Hermannstr. 23,8.314197,49.994319
2828,8000615,Mainz-Kastel,4,Hessen,Wiesbaden,55252,Eisenbahnstr. 7,8.283174,50.00658
2829,8003819,Mainz-Laubenheim,5,Rheinland-Pfalz,Mainz,55130,Oppenheimer Str.,8.314183,49.961233
2830,8003820,Mainz-Marienborn,6,Rheinland-Pfalz,Mainz-Marienborn,55127,Achardstraße 1,8.22290182,49.960165
2831,8003821,Mainz-Mombach,5,Rheinland-Pfalz,Mainz,55120,Quellenstr. 20 a,8.22937,50.022775
2832,8003824,Maisach,4,Bayern,Maisach,82216,Bahnhofstr. 20,11.256393,48.214147
2833,8010227,Malchin,7,Mecklenburg-Vorpommern,Malchin,17139,Am Bahnhof 2,12.761041,53.743417
2834,8003828,Malching (Oberbay),6,Bayern,Maisach,82216,Bahnhofstr.,11.219064,48.21545
2835,8003829,Bad Malente-Gremsmühlen,5,Schleswig-Holstein,Bad Malente-Gremsmühlen,23714,Bahnhofstr. 2,10.55151,54.167014
2836,8003830,Mallersdorf,7,Bayern,Mallersdorf-Pfaffenberg,84066,Schillerstr. 50,12.256898,48.768098
2837,8003831,Malmsheim,5,Baden-Württemberg,Renningen,71272,Alte Bahnhofstraße,8.904505,48.771755
2838,8003832,Malsch,6,Baden-Württemberg,Malsch,76316,Bahnhofstr. 2,8.323585,48.889506
2839,8000243,Malsfeld,6,Hessen,Malsfeld,34323,Am Bahnhof 3,9.534833,51.097605
2840,8003839,Manndorf,7,Bayern,Reckendorf,96182,Obermanndorf,10.834224,50.038395
2841,8000244,Mannheim Hbf,1,Baden-Württemberg,Mannheim,68161,Willy-Brandt-Platz 17,8.468921,49.479354
2842,8000631,Neu-Edingen/Friedrichsfeld,3,Baden-Württemberg,Mannheim,68229,Main-Neckar-Bahnstr. 78,8.580125,49.44867
2843,8003842,Mannheim-Friedrichsfeld Süd,4,Baden-Württemberg,Mannheim,68229,Vogesenstraße 84,8.572382,49.438144
2844,8006508,Mannheim-Handelshafen,6,Baden-Württemberg,Mannheim,68159,Verbindungskanal Linkes Ufer 10,8.453917,49.492623
2845,8003843,Mannheim-Käfertal,6,Baden-Württemberg,Mannheim,68309,Neustadter Str. 4,8.503772,49.501558
2846,8006509,Mannheim-Luzenberg,5,Baden-Württemberg,Mannheim,68305,Stationsstraße 7,8.477775,49.517201
2847,8003844,Mannheim-Neckarau,4,Baden-Württemberg,Mannheim,68199,Neckarauerstr. 3,8.494792,49.455545
2848,8006511,Mannheim-Neckarstadt,6,Baden-Württemberg,Mannheim,68169,Fardelystraße 1,8.459566,49.503633
2849,8003845,Mannheim-Rheinau,5,Baden-Württemberg,Mannheim,68219,Relaistraße 200,8.534944,49.424091
2850,8003847,Mannheim-Seckenheim,4,Baden-Württemberg,Mannheim,68239,Hochstättstraße 1,8.538107,49.450962
2851,8003848,Mannheim-Waldhof,4,Baden-Württemberg,Mannheim,68305,Schienenstr. 2,8.482603,49.525661
2852,8012300,Mansfeld (Südharz),7,Sachsen-Anhalt,Mansfeld ,06343,Bahnhofstr. 19,11.452086,51.600325
2853,8003853,Marbach (Neckar),3,Baden-Württemberg,Marbach am Neckar,71672,Bahnhof 1,9.264452,48.943685
2854,8003855,Marbeck-Heiden,6,Nordrhein-Westfalen,Borken-Marbeck Heiden,46325,Engelradingweg,6.906067,51.809404
2855,8000337,Marburg (Lahn),3,Hessen,Marburg,35037,Bahnhofstr. 33,8.775014,50.819272
2856,8003856,Marburg Süd,5,Hessen,Marburg,35039,Frauenbergstr. 1,8.762431,50.794467
2857,8003859,Maria Rain,7,Bayern,Oy-Mittelberg,87466,Unter der Brücke B309,10.480275,47.632552
2858,8003860,Reken-Maria Veen,6,Nordrhein-Westfalen,Reken-Maria Veen,48734,Landsbergstr. 29,7.098167,51.839266
2859,8012302,Marienborn,6,Sachsen-Anhalt,Marienborn,39365,Hauptstr. 21,11.123269,52.197904
2860,8003866,Marienhafe,6,Niedersachsen,Marienhafe,26529,Am Olldiek 34,7.27436006,53.5192358
