,eva_nr,name,category,state,city,zipcode,street,long,lat
0,8000001,Aachen Hbf,2,Nordrhein-Westfalen,Aachen,52064,Bahnhofstr.  2a,6.091499,50.7678
1,8000406,Aachen-Rothe Erde,4,Nordrhein-Westfalen,Aachen,52066,Beverstr. 48,6.116475,50.770202
2,8000404,Aachen West,5,Nordrhein-Westfalen,Aachen,52072,Republikplatz 1,6.070715,50.78036
3,8000002,Aalen Hbf,3,Baden-Württemberg,Aalen,73430,Am Bahnhof 1,10.096271,48.841013
4,8000410,Abensberg,6,Bayern,Abensberg,93326,Bahnhofstr. 27,11.84662,48.819456
5,8000412,Achern,4,Baden-Württemberg,Achern,77855,Eisenbahnstr. 40,8.065324,48.63399
6,8000413,Achim,4,Niedersachsen,Achim,28832,Zum Achimer Bahnhof 1a,9.030447,53.01599
7,8000414,Achmer,6,Niedersachsen,Bramsche-Achmer,49565,Langestraße 7,7.94216,52.390479
8,8000418,Adelebsen,6,Niedersachsen,Adelebsen,37139,Bahnhofstr. 27,9.760044,51.57769
9,8000419,Adelschlag,6,Bayern,Adelschlag,85111,Bahnhofstrasse 45,11.211443,48.840759
10,8000420,Adelsdorf (Mittelfr),6,Bayern,Neuhof a.d.Zenn,90616,Adelsdorf - St 2413,10.687041,49.474944
11,8000423,Adelsheim Nord,6,Baden-Württemberg,Osterburken,74706,Osterburkener Str. 40,9.392754,49.42149
12,8000424,Adelsheim Ost,6,Baden-Württemberg,Adelsheim,74740,Am Bahnhof 2,9.395127,49.403123
13,8010001,Adorf (Vogtl),6,Sachsen,Adorf,08626,Bahnhofstr. 5,12.2606778,50.3243953
14,8000431,Affaltrach,6,Baden-Württemberg,Obersulm,74182,Johanniterstraße 18,9.379012,49.137832
15,8000433,Agatharied,6,Bayern,Hausham,83734,Fehnbachstrasse 3,11.824472,47.765606
16,8000434,Agathenburg,6,Niedersachsen,Agathenburg,21684,Bahnhofstr. 7 ,9.531244,53.564111
17,8000436,Aha,6,Baden-Württemberg,Schluchsee,79859,Vorderaha 3,8.134349,47.833224
18,8000437,Ahaus,5,Nordrhein-Westfalen,Ahaus,48683,Parallelstr. 1,7.016453,52.081681
19,8000441,Ahlen (Westf),4,Nordrhein-Westfalen,Ahlen ,59227,Bahnhofstr. 1b,7.895488,51.761062
20,8000442,Ahlhorn,6,Niedersachsen,Ahlhorn,26197,Am Bahnhof 1,8.209429,52.899321
21,8000443,Ahlten (Han),5,Niedersachsen,Lehrte,31275,Misburger Weg 1,9.904613,52.376062
22,8000446,Ahrensburg,4,Schleswig-Holstein,Ahrensburg,22926,Bahnhofstr. 13,10.236206,53.669171
23,8011003,Ahrensfelde,4,Berlin,Berlin,12689,Märkische Allee,13.565154,52.571375
24,8011004,Ahrensfelde Friedhof,6,Brandenburg,Ahrensfelde,16356,Ulmenallee 3a,13.573316,52.580882
25,8011005,Ahrensfelde Nord,6,Brandenburg,Ahrensfelde ,16356,Bahnstraße 34 d,13.581985,52.590685
26,8000448,Ahrweiler,6,Rheinland-Pfalz,Bad Neuenahr-Ahrweiler,53474,Bahnhofstr. 5,7.107071,50.546544
27,8000449,Ahrweiler Markt,6,Rheinland-Pfalz,Bad Neuenahr-Ahrweiler,53474,Alveradistr.1,7.094229,50.544228
28,8000452,Aichach,5,Bayern,Aichach,86551,Bahnhofstr. 25,11.122721,48.461117
29,8000454,Aichstetten,6,Baden-Württemberg,Aichstetten,88317,Hochstr. 8,10.07494,47.887884
30,8000459,Ainring,6,Bayern,Ainring,83404,Hausmoninger Eichelweg,12.964501,47.815033
31,8000462,Münster-Albachten,6,Nordrhein-Westfalen,Münster-Albachten,48163,Am Lindenkamp 17,7.528197,51.914576
32,8000463,Albbruck,6,Baden-Württemberg,Albbruck,79774,Bahnhofstr. 1,8.131774,47.592235
33,8000464,Albersdorf,7,Schleswig-Holstein,Albersdorf,25767,Bahnhofstr. 1,9.292151,54.14632
34,8000466,Albersweiler (Pfalz),6,Rheinland-Pfalz,Albersweiler,76857,Kanalstr. 26,8.024464,49.21847
35,8000468,Albig,6,Rheinland-Pfalz,Albig,55234,Bahnhofstr. 1,8.116579,49.771375
36,8080040,Albrechtshof,5,Berlin,Berlin,13591,Seegefelder Str. 1,13.128917,52.549396
37,8000471,Albshausen,6,Hessen,Solms,35606,Am Bahnhof 62,8.434869,50.545716
38,8000473,Albstadt-Ebingen,5,Baden-Württemberg,Albstadt,72458,Poststr. 27,9.026962,48.21029
39,8000474,Albstadt-Laufen Ort,7,Baden-Württemberg,Albstadt,72459,Gässlesweg 1,8.917316,48.222859
40,8000475,Albstadt-Lautlingen,6,Baden-Württemberg,Albstadt,72459,Von Staufenberg Straße 57/1,8.95462,48.213638
41,8000477,Aldekerk,6,Nordrhein-Westfalen,Kerken,47647,Bahnhofstr. 48,6.412542,51.435759
42,8000482,Aletshausen,7,Bayern,Aletshausen,86480,Kammelstraße 11,10.383631,48.201313
43,8011155,Alexanderplatz,3,Berlin,Berlin,10179,Dircksenstr. 2,13.410961,52.521481
44,8000483,Alfeld (Leine),4,Niedersachsen,Alfeld ,31061,Am Bahnhof 1,9.817779,51.981417
45,8000488,Algermissen,6,Niedersachsen,Algermissen,31191,Bahnhofsplatz 4,9.96665955,52.2519634
46,8000489,Aligse,6,Niedersachsen,Lehrte,31275,Peiner Heerstr. 11,9.979349,52.403462
47,8000492,Allendorf (Dillkr),7,Hessen,Haiger,35708,Hörlenweg 1,8.185486,50.743811
48,8000496,Allensbach,5,Baden-Württemberg,Allensbach,78476,Konstanzer Str. 14,9.068852,47.714464
49,8000499,Allmendingen,6,Baden-Württemberg,Allmendingen,89604,Bahnhofstr. 10,9.722382,48.327734
50,8000500,Alpen,7,Nordrhein-Westfalen,Alpen,46519,Bahnhofstr. 1,6.518041,51.583392
51,8000501,Alpirsbach,6,Baden-Württemberg,Alpirsbach,72275,Bahnhofstr. 10,8.398251,48.343809
52,8000505,Alsenz,6,Rheinland-Pfalz,Alsenz,67821,Bahnhofstr. 1,7.817189,49.727495
53,8000350,Alsfeld (Oberhess),5,Hessen,Alsfeld,36304,Bahnhofstr. 12,9.264297,50.750962
54,8000506,Alsheim,5,Rheinland-Pfalz,Alsheim,67577,Bahnhofsstraße 1,8.342462,49.765528
55,8011011,Alt Hüttendorf,6,Brandenburg,Althüttendorf,16247,Bahnhofstraße 2,13.783574,52.957591
56,8011014,Alt Rosenthal,6,Brandenburg,Vierlinden,15306,Bahnhofstr. 5,14.278627,52.550403
57,8000508,Altbach,3,Baden-Württemberg,Altbach,73776,Bahnhofstrasse 1,9.382384,48.720393
58,8011016,Altdöbern,6,Brandenburg,Luckaitztal,03229,Bahnhofstr.1,14.009236,51.65278
59,8000509,Altdorf (b Nürnberg),6,Bayern,Altdorf (b. Nürnberg),90518,Bahnhofstr. 20,11.35353,49.390006
60,8000504,Altdorf West,6,Bayern,Altdorf (b. Nürnberg),90518,Fritz-Bauer-Str 5,11.341467,49.391146
61,8000511,Alte Veste,6,Bayern,Fürth,90768,Friedlandstr. 1,10.972363,49.454322
62,8000512,Alte Wöhr,4,Hamburg,Hamburg,22307,Alte Wöhr 20,10.035415,53.59793
63,8011017,Altefähr,6,Mecklenburg-Vorpommern,Altefähr,18573,Am Bahnhof 12,13.14101,54.322927
64,8000513,Altena (Westf),4,Nordrhein-Westfalen,Altena,58762,Bahnhofstraße 26,7.668808,51.301981
65,8000514,Altenahr,6,Rheinland-Pfalz,Altenahr,53505,Altenbergerstr. 1a,6.989707,50.515652
66,8000515,Altenau (Bay),7,Bayern,Saulgrub,82442,Wurmansauer Str. 4,11.017375,47.648365
67,8011018,Altenbach,6,Sachsen,Bennewitz,04828,Hauptstr. 53,12.682324,51.355868
68,8000517,Altenbamberg,6,Rheinland-Pfalz,Altenbamberg,55585,Hauptstr. 43,7.830745,49.786857
69,8000004,Altenbeken,3,Nordrhein-Westfalen,Altenbeken,33184,Bahnhofstr. 13,8.943319,51.766433
70,8011019,Kurort Altenberg (Erzgeb),5,Sachsen,Altenberg,01773,Bahnhofstr. 1,13.753634,50.766298
71,8000518,Altenberge,6,Nordrhein-Westfalen,Altenberge,48341,Eisenbahnstr. 1,7.481303,52.052258
72,8000520,Felsberg-Altenbrunslar,6,Hessen,Felsberg,34587,Quillerweg 8,9.445462,51.165227
73,8010003,Altenburg,5,Thüringen,Altenburg,04600,Wettiner Str. 15,12.444019,50.996648
74,8010155,Halle MESSE,6,Sachsen-Anhalt,Halle,06116,Dürrenberger Straße 5,12.028041,51.45476
75,8000524,Altenerding,6,Bayern,Erding,85435,Am Bahnhof,11.901744,48.293572
76,8000525,Altenfeld (Rhön),7,Hessen,Gersfeld (Rhön),36129,Lahngrabenweg 1,9.849726,50.450898
77,8000491,Altenglan,6,Rheinland-Pfalz,Altenglan,66885,Bahnhofstr. 45,7.461841,49.548643
78,8000526,Altengörs,7,Schleswig-Holstein,Neuengörs,23818,Bahnhofstr.30,10.355554,53.898696
79,8000498,Allersberg (Rothsee),6,Bayern,Allersberg,90584,Altenfeldener Str 1,11.212573,49.262131
80,8000532,Lennestadt-Altenhundem,4,Nordrhein-Westfalen,Lennestadt,57368,Hundemstr. 18b,8.071517,51.104132
81,8000351,Altenkirchen (Westerw),6,Rheinland-Pfalz,Altenkirchen ,57610,Bahnhofstr. 1,7.638257,50.684418
82,8000537,Altenseelbach,7,Nordrhein-Westfalen,Neunkirchen,57290,Am Flur 2,7.992398,50.783837
83,8000538,Altenstadt (Hess),6,Hessen,Altenstadt,63674,Hanauer Straße 25,8.943977,50.283398
84,8000539,Altenstadt (Iller),6,Bayern,Altenstadt,89281,Bahnhofstr. 1,10.109983,48.161191
85,8011025,Altentreptow,6,Mecklenburg-Vorpommern,Altentreptow,17087,Bahnhofstraße 17,13.242713,53.692233
86,8011027,Altenwillershagen,6,Mecklenburg-Vorpommern,Altenwillershagen,18320,Bahnhofstr. 2,12.572818,54.259406
87,8011028,Altersbach,7,Thüringen,Altersbach,98587,Am Bahnhof 6,10.544522,50.70064
88,8000544,Altglashütten-Falkau,7,Baden-Württemberg,Feldberg-Altglashütten,79868,Falkauerstr. 18,8.114113,47.859392
89,8089054,Altglienicke,4,Berlin,Berlin,12524,Germanenstr. 137,13.558753,52.407299
90,8000545,Althegnenberg,5,Bayern,Althegnenberg,82278,Hochdorfer Straße 4,11.063003,48.236374
91,8000546,Altheim (Hess),6,Hessen,Münster,64839,Münsterer Straße 19,8.890906,49.923332
92,8011031,Althof,7,Mecklenburg-Vorpommern,Bad Doberan,18209,Althöfer Weg 70,11.922341,54.090442
93,8011033,Altmittweida,6,Sachsen,Altmittweida,09648,Am Bahnhof 3,12.9596454,50.9687044
94,8000553,Morschen-Altmorschen,6,Hessen,Morschen,34326,Am Bahnhof 1,9.610756,51.067275
95,8000556,Altomünster,6,Bayern,Altomünster,85250,Bahnhofstr. 3,11.255133,48.384918
96,8011034,Altranft,6,Brandenburg,Bad Freienwalde (Oder),16259,Alte Heerstr. 27,14.082107,52.763368
97,8000559,Altshausen,6,Baden-Württemberg,Altshausen,88361,Bahnhof 1,9.551478,47.930711
98,8000561,Altstädten (Allgäu),6,Bayern,Sonthofen,87527,Untere Ebnat 15,10.280907,47.48855
99,8000562,Alttann,7,Baden-Württemberg,Wolfegg,88364,Birkenallee 14,9.793037,47.841214
100,8000007,Alzey,3,Rheinland-Pfalz,Alzey,55232,Bahnhofstr. 30,8.109749,49.7502
101,8000566,Amberg,5,Bayern,Amberg,92224,Kaiser-Ludwig-Ring 7,11.862902,49.447616
102,8000569,Münster-Amelsbüren,6,Nordrhein-Westfalen,Münster-Amelsbüren,48163,Deermannstr. 40,7.598897,51.883662
103,8000576,Ampfing,5,Bayern,Ampfing,84539,Münchner Str. 29,12.410919,48.253949
104,8011038,Amsdorf,6,Sachsen-Anhalt,Amsdorf,06317,Chausseestr. 1,11.71979,51.463561
105,8000577,Amstetten (Württ),6,Baden-Württemberg,Amstetten (Württ),73340,Am Bahnhof 1,9.872965,48.578328
106,8011039,Amtshainersdorf,7,Sachsen,Sebnitz - Amtshainersdorf,01855,Hohnsteiner Straße 22a,14.232364,50.966322
107,8000331,Andernach,3,Rheinland-Pfalz,Andernach,56626,Kurfürstendamm 1,7.404839,50.434542
108,8000578,Anderten-Misburg,5,Niedersachsen,Hannover-Anderten,30559,Anderterstraße 140,9.861109,52.369161
109,8010008,Leipzig Anger-Crottendorf,6,Sachsen,Leipzig,04318,Am Güterring 2,12.4205107,51.332435
110,8000579,Angermund,6,Nordrhein-Westfalen,Düsseldorf,40489,An den Linden 18,6.781857,51.330748
111,8010004,Angermünde,3,Brandenburg,Angermünde,16278,Bahnhofsplatz 1c,13.996361,53.015221
112,8011042,Angern-Rogätz,6,Sachsen-Anhalt,Angern,39326,Am Bahnhof 1,11.759535,52.338464
113,8000580,Angersbach,6,Hessen,Wartenberg,36367,Bahnhofstr. 46,9.44726,50.63077
114,8011043,Angersdorf,6,Sachsen-Anhalt,Angersdorf,06179,Bahnhofstraße 3,11.903139,51.460407
115,8011044,Anklam,5,Mecklenburg-Vorpommern,Anklam,17389,Bahnhofstraße 1,13.701827,53.856102
116,8011048,Annaburg,6,Sachsen-Anhalt,Annaburg,06925,Bahnhofstr. 2,13.032757,51.72868
117,8000582,Annweiler am Trifels,5,Rheinland-Pfalz,Annweiler am Trifels,76855,Bahnhofstr. 17,7.966149,49.205386
118,8000584,Anrath,5,Nordrhein-Westfalen,Willich,47877,Jakob-Krebs-Str. 130,6.45023,51.285536
119,8000009,Ansbach,3,Bayern,Ansbach,91522,Bahnhofplatz 2,10.578239,49.298032
120,8000588,Anwanden,6,Bayern,Zirndorf,90513 ,Taubenweg 5,10.930396,49.411692
121,8000589,Anzefahr,6,Hessen,Kirchhain,35274,Marburger Str. 1,8.86017284,50.8453834
122,8011051,Apolda,4,Thüringen,Apolda,99510,Bahnhofstr. 69,11.526136,51.03094
123,8000595,Nottuln-Appelhülsen,4,Nordrhein-Westfalen,Nottuln-Appelhülsen,48301,Bahnhofstr. 59,7.426334,51.892139
124,8000596,Appenweier,4,Baden-Württemberg,Appenweier,77767,Bahnhofstr.1,7.97319,48.541461
125,8000597,Ardey,7,Nordrhein-Westfalen,Fröndenberg (Ardey),58730,Ardeyer Str.,7.727176,51.481163
126,8011053,Arensdorf (b Köthen),6,Sachsen-Anhalt,Köthen (Anhalt),06367,Bahnhofstr. 6,12.007416,51.709511
127,8011054,Arenshausen,6,Thüringen,Arenshausen,37318,Bahnhofstr. 1b,9.96855855,51.3750554
128,8000599,Arfurt (Lahn),6,Hessen,Runkel,65594,Langgasse 63,8.211079,50.406403
129,8000601,Bad Münstereifel Arloff,7,Nordrhein-Westfalen,Bad-Münstereifel,53902,Bahnhofstr. 52,6.786608,50.597676
130,8000602,Armsheim,5,Rheinland-Pfalz,Armsheim,55288,Bahnhofstr. 6,8.074113,49.808372
131,8000603,Arnbach,6,Bayern,Schwabhausen,85247,Am Kühberg,11.344044,48.34132
132,8000605,Arnsberg (Westf),4,Nordrhein-Westfalen,Arnsberg,59821,Zu den Werkstätten 1,8.067965,51.405662
133,8000606,Arnschwang,6,Bayern,Arnschwang,93473,Ränkamer Straße,12.8116,49.274608
134,8010006,Arnsdorf (b Dresden),5,Sachsen,Arnsdorf,01477,Bahnhofstr. 26,13.982212,51.092807
135,8010007,Arnstadt Hbf,4,Thüringen,Arnstadt,99310,Am Bahnhof 1,10.948262,50.841939
136,8011055,Arnstadt Süd,6,Thüringen,Arnstadt,99310,Gerastraße 2,10.954958,50.831084
137,8000611,Arsbeck,7,Nordrhein-Westfalen,Wegberg,41844,Heidestr.1,6.20708227,51.1519779
138,8012440,Artern,6,Thüringen,Artern,06556,Bahnhofstr. 1,11.310757,51.36324
139,8000613,Arzberg (Oberfr),6,Bayern,Arzberg (Oberfr),95659,Am Bahnhof 1,12.197692,50.054633
140,8000010,Aschaffenburg Hbf,2,Bayern,Aschaffenburg,63739,Ludwigstr. 2-4,9.143697,49.980557
141,8000619,Aschaffenburg Süd,6,Bayern,Aschaffenburg,63739,Südbahnhofstr. 3,9.152586,49.968465
142,8000621,Aschau (Chiemgau),6,Bayern,Aschau ,83229,Bahnhofplatz 4,12.325564,47.779106
143,8000011,Ascheberg (Holst),5,Schleswig-Holstein,Ascheberg (Holstein),24326,Bahnhofstr.8,10.339481,54.148462
144,8000623,Ascheberg (Westf),6,Nordrhein-Westfalen,Ascheberg,59387,Breil 12,7.600749,51.782991
145,8000624,Aschendorf,6,Niedersachsen,Papenburg,26871,Zur Waage 1,7.337153,53.052179
146,8010009,Aschersleben Pbf,4,Sachsen-Anhalt,Aschersleben,06449,Herrenbreite 24,11.465689,51.757122
147,8000627,Ashausen,5,Niedersachsen,Stelle,21435,An der Bahn 1,10.145564,53.368693
148,8000630,Asperg,4,Baden-Württemberg,Asperg,71679,Alleenstr.1,9.147797,48.907359
149,8000625,Asselheim,7,Rheinland-Pfalz,Grünstadt,67269, Schloßstr. 1,8.161602,49.57622
150,8000632,Assenheim (Oberhess),6,Hessen,Niddatal,61194,Bahnhofstr. 40,8.812462,50.304939
151,8000633,Aßlar,6,Hessen,Aßlar,35614,Mühlweg 2,8.462756,50.588657
152,8000634,Aßling (Oberbay),5,Bayern,Aßling ,85617,Bahnhofstr. 2,11.993518,47.989491
153,8000635,Assmannshausen,5,Hessen,Rüdesheim am Rhein,65385,Bahnhofstr. 1,7.867355,49.985324
154,8000638,Attendorn,6,Nordrhein-Westfalen,Attendorn,57439,Am Zollstock 17,7.908493,51.124644
155,8089003,Attilastraße,4,Berlin,Berlin,12105,Attilastraße,13.360951,52.447681
156,8000012,Au (Sieg),3,Nordrhein-Westfalen,Windeck,51570,Bahnhofstr. 24,7.656537,50.773765
157,8000647,Aue-Wingeshausen,7,Nordrhein-Westfalen,Bad Berleburg,57319,Hauptstraße 123,8.290085,51.051785
158,8011057,Auehütte,7,Thüringen,Schmalkalden,98574,Thüringer Waldquellstraße 19,10.416666,50.719672
159,8000649,Auerbach (b Mosbach),6,Baden-Württemberg,Elztal-Auerbach,74834,Im Bahnhof,9.223276,49.399563
160,8011059,Auerbach (Vogtl) Hp,7,Sachsen,Auerbach ,08209,Reumtengrüner Str. 1,12.379204,50.506955
161,8010011,Auerbach (Vogtl) ob Bf,7,Sachsen,Auerbach ,08209,Obere Bahnhofstr.54,12.382054,50.519136
162,8010012,Auerbach (Vogtl) unt Bf,7,Sachsen,Auerbach ,08209,Am unteren Bahnhof 7,12.391421,50.511722
163,8000651,Auersmacher,6,Saarland,Kleinblittersdorf,66271,Kreisstr. 14,7.044803,49.143343
164,8000653,Aufhausen (b Erding),6,Bayern,Erding,85435,Am Bahnhof,11.894375,48.274365
165,8000655,Aufhausen (Württ),7,Baden-Württemberg,Bopfingen,73441,Schenkensteinstr. 5,10.317193,48.85613
166,8000657,Auggen,5,Baden-Württemberg,Auggen,79424,Bahnhofstr.12,7.586788,47.789949
167,8000658,Augsburg Haunstetterstraße,3,Bayern,Augsburg,86161,Haunstetter Str. 30,10.900985,48.355285
168,8000013,Augsburg Hbf,1,Bayern,Augsburg,86150,Viktoriastr. 1,10.88557,48.365441
169,8000660,Augsburg Morellstraße,6,Bayern,Augsburg,86159,Morellstr. 30,10.892948,48.355089
170,8000661,Augsburg-Hochzoll,3,Bayern,Augsburg,86163,Hochzollerstr. 19,10.943376,48.352977
171,8000662,Augsburg-Oberhausen,4,Bayern,Augsburg,86154,Ulmerstr. 53,10.872533,48.380772
172,8000664,Augustfehn,5,Niedersachsen,Apen,26689,Bahnhofstr. 1,7.759659,53.22089
173,8000014,Aulendorf,4,Baden-Württemberg,Aulendorf,88326,Am Bahnhof 1,9.644046,47.953052
174,8000668,Aumenau,6,Hessen,Villmar,65606,Überlahn 1,8.249249,50.400422
175,8000669,Aumühle,4,Schleswig-Holstein,Aumühle,21521,Bahnhofstr. 1,10.314672,53.529853
176,8000671,Auringen-Medenbach,6,Hessen,Wiesbaden,65207,August-Ruf-Straße 50,8.332093,50.113608
177,8000672,Außenried,7,Bayern,Langdorf,94264,Waldbahnstr. 2,13.181763,49.015763
178,8000674,Auw an der Kyll,6,Rheinland-Pfalz,Auw an der Kyll,54664,Bahnhofstraße 8,6.614525,49.903596
179,8000675,Aying,6,Bayern,Aying,85653,Am Bahnhof 11,11.769578,47.968762
180,8001732,Eiswoog,7,Rheinland-Pfalz,Ramsen,67305,Eiswoog 1a,7.983562,49.516578
181,8000677,Hückelhoven-Baal,4,Nordrhein-Westfalen,Hückelhoven-Baal,41836,Bahnstr.11,6.27280712,51.0329743
182,8010013,Baalberge,6,Sachsen-Anhalt,Baalberge,06408,Am Bahnhof 3,11.784682,51.763048
183,8080070,Babelsberg,4,Brandenburg,Potsdam,14482,Rudolf -Breitscheid-Straße 40,13.092871,52.391391
184,8000015,Babenhausen (Hess),5,Hessen,Babenhausen,64832,Am Bahnhof 1,8.957182,49.957963
185,8000681,Babstadt,7,Baden-Württemberg,Bad Rappenau,74906,Bahnweg 9,9.060708,49.240196
186,8000683,Bacharach,5,Rheinland-Pfalz,Bacharach,55422,Mainzer Str. 11,7.769523,50.056101
187,8000685,Bachern,6,Bayern,Bergkirchen,85232,Bahnhofstr. 1,11.378716,48.280159
188,8011065,Bachfeld,7,Thüringen,Bachfeld,96528,Katzenbergerstrasse,10.982451,50.405772
189,8000686,Bachheim,7,Baden-Württemberg,Löffingen,79843,Hanfgärtenstr.6,8.399399,47.862072
190,8000016,Backnang,3,Baden-Württemberg,Backnang,71522,Obere Bahnhofstr. 1,9.425989,48.942676
191,8000689,Bad Abbach,6,Bayern,Bad Abbach,93077,Bahnhofstr. 10,11.994322,48.922732
192,8000690,Bad Aibling,5,Bayern,Bad Aibling,83043,Bahnhofplatz 40,12.004157,47.862028
193,8000864,Bad Bellingen,6,Baden-Württemberg,Bad Bellingen,79415,Bahnhofstr. 20,7.557601,47.730804
194,8000879,Bad Bentheim,4,Niedersachsen,Bad Bentheim,48455,Am Bahnhof 1,7.158539,52.30985
195,8011066,Bad Berka,7,Thüringen,Bad Berka,99438,Bahnhofstr. 34,11.28155,50.896138
196,8000907,Bad Berleburg,6,Nordrhein-Westfalen,Bad Berleburg,57319,Bahnhofstraße 1,8.394109,51.051197
197,8000935,Bad Bevensen,5,Niedersachsen,Bad Bevensen,29549,Am Bahnhof 1,10.574141,53.078247
198,8010014,Bad Blankenburg (Thüringerw),6,Thüringen,Bad Blankenburg (Thür),07422,Bahnhofstr. 40,11.275498,50.682648
199,8001049,Bad Bodendorf,6,Rheinland-Pfalz,Sinzig,53489,Bahnhofstr. 4,7.217217,50.556266
200,8011068,Bad Brambach,6,Sachsen,Bad Brambach,08648,Bahnhofstr. 3,12.311414,50.217587
201,8000694,Bad Breisig,5,Rheinland-Pfalz,Bad Breisig,53498,Koblenzerstr.86,7.304564,50.504218
202,8001322,Bad Camberg,5,Hessen,Bad Camberg,65520,Casper-Hoffmann-Platz 1,8.255036,50.296433
203,8010016,Bad Doberan,5,Mecklenburg-Vorpommern,Bad Doberan,18209,Bahnhofsplatz 1,11.905335,54.100004
204,8011029,Ammern,7,Thüringen,Mühlhausen (Thür),99974,Westfalenstraße 1,10.458086,51.233346
205,8000697,Bad Driburg (Westf),6,Nordrhein-Westfalen,Bad Driburg,33014,Bahnhofstr. 4,9.03081,51.730323
206,8000698,Bad Dürkheim,4,Rheinland-Pfalz,Bad Dürkheim,67098,Mannheimer Str. 14,8.170701,49.460633
207,8000708,Bad Dürkheim-Trift,6,Rheinland-Pfalz,Bad Dürkheim,67098,Triftweg 130,8.193072,49.466416
208,8011071,Bad Dürrenberg,6,Sachsen-Anhalt,Bad Dürrenberg,06231,Am Bahnhof 2,12.071053,51.305165
209,8011072,Bad Elster,7,Sachsen,Bad Elster,08645,Am Bahnhof 4,12.256286,50.296672
210,8000701,Bad Ems,5,Rheinland-Pfalz,Bad Ems,56130,Bahnhofsplatz 1,7.728637,50.327652
211,8000702,Bad Ems West,6,Rheinland-Pfalz,Bad Ems,56130,Ernst Born Str. 5,7.706039,50.330694
212,8001787,Bad Endorf (Oberbay),4,Bayern,Bad Endorf ,83093,Bahnhofplatz 4,12.301558,47.905066
213,8010017,Bad Freienwalde (Oder),6,Brandenburg,Bad Freienwalde,16259,Am Bahnhof 1,14.035751,52.789933
214,8000017,Bad Friedrichshall Hbf,3,Baden-Württemberg,Bad Friedrichshall,74177,Jagstfelder Str. 99,9.199771,49.231571
215,8000704,Bad Friedrichshall-Kochendorf,6,Baden-Württemberg,Bad Friedrichshall,74177,Miklos-Klein-Platz 1,9.21098471,49.2185642
216,8000352,Bad Gandersheim,6,Niedersachsen,Bad Gandersheim,37581,Bahnhofstr. 1,10.020236,51.86737
217,8000707,Bad Griesbach,7,Baden-Württemberg,Bad Griesbach,77740,Döttelbach 1,8.230569,48.448618
218,8000019,Bad Harzburg,4,Niedersachsen,Bad Harzburg,38667,Dr. Heinrich-Jasper-Str. 2,10.5542189,51.8883687
219,8000020,Bad Hersfeld,3,Hessen,Bad Hersfeld,36251,Bahnhofstr. 16,9.716182,50.869632
220,8000712,Bad Homburg,3,Hessen,Bad Homburg,61352,Bahnhofsplatz 4,8.620624,50.219904
221,8000713,Bad Honnef (Rhein),5,Nordrhein-Westfalen,Bad Honnef,53604,August Lepper Str. 6,7.219533,50.639772
222,8000711,Bad Hönningen,4,Rheinland-Pfalz,Bad Hönningen,53557,Bahnhofsplatz 5,7.310871,50.513676
223,8003182,Bad Karlshafen,7,Hessen,Bad Karlshafen,34385,An der Saline 18,9.44571,51.64627
224,8000714,Bad Kissingen,5,Bayern,Bad Kissingen,97688,Bahnhofstr. 5,10.079885,50.191547
225,8010018,Bad Kleinen,4,Mecklenburg-Vorpommern,Bad Kleinen,23996,Bahnhofsvorplatz,11.466925,53.766974
226,8000716,Bad Kohlgrub,6,Bayern,Bad Kohlgrub,82433,Bahnhofstr. 19,11.058204,47.668006
227,8000717,Bad Kohlgrub Kurhaus,7,Bayern,Bad Kohlgrub,82433,Saulgruber Straße 30,11.039181,47.670213
228,8000715,Bad König,6,Hessen,Bad König,64732,Bahnhofsplatz 1,9.001539,49.738577
229,8010019,Bad Kösen,5,Sachsen-Anhalt,Bad Kösen,06628,Bahnhofstraße 2,11.718274,51.130742
230,8011074,Bad Köstritz,6,Thüringen,Bad Köstritz,07586,Am Bahnhof 1,12.028452,50.93159
231,8000021,Bad Kreuznach,3,Rheinland-Pfalz,Bad Kreuznach,55543,Europaplatz 25,7.866435,49.842399
232,8000718,Bad Krozingen,4,Baden-Württemberg,Bad Krozingen,79189,Bahnhofstr.2,7.697632,47.919721
233,8010020,Bad Langensalza,4,Thüringen,Bad Langensalza,99947,Bahnhofstr. 7,10.640671,51.101701
234,8011077,Bad Lausick,5,Sachsen,Bad Lausick,04651,Bahnhofstr. 2,12.648695,51.143803
235,8011078,Bad Liebenwerda,7,Brandenburg,Bad Liebenwerda,04924,Ladestraße,13.40293,51.518401
236,8000721,Bad Liebenzell,6,Baden-Württemberg,Bad Liebenzell,75378,Bahnhofstr. 15,8.734039,48.772578
237,8000725,Bad Münder (Deister),5,Niedersachsen,Bad Münder am Deister,31848,Am Deisterbahnhof 3,9.468062,52.178192
238,8000726,Bad Münster am Stein,4,Rheinland-Pfalz,Bad Münster am Stein,55583,Berliner Str. 20,7.846989,49.813426
239,8000727,Bad Münstereifel,6,Nordrhein-Westfalen,Bad Münstereifel,53902,Kölner Str. 13,6.764369,50.558914
240,8000728,Bad Nauheim,4,Hessen,Bad Nauheim,61231,Bahnhofsallee 12,8.749334,50.367904
241,8000022,Bad Nenndorf,5,Niedersachsen,Bad Nenndorf,31542,Bahnhofstr. 83,9.378603,52.343735
