,stationID,stationCategory,names,state,city,postalCode,street,position_long,position_lat
0,1,CATEGORY_2,Aachen Hbf,Nordrhein-Westfalen,Aachen,52064,Bahnhofstr.,6.091499,50.7678
1,1000,CATEGORY_7,Burkhardswalde-Maxen,Sachsen,Müglitztal-Burkhardswalde,01809,Gesundbrunnen,13.8383692,50.9251456
2,1001,CATEGORY_6,Burkhardtsdorf,Sachsen,Burkhardtsdorf,09235,Bahnhofstraße,,
3,1002,CATEGORY_6,Bürstadt,Hessen,Bürstadt,68642,Bahnhofsallee,8.458188,49.645769
4,1005,CATEGORY_6,Buschow,Brandenburg,Märkisch Luch OT Buschow,14715,Bahnhofstr.,12.628996,52.592203
5,1006,CATEGORY_7,Büsenbachtal,Niedersachsen,Handeloh-Wörme,21256,Am Büsenbach,9.858592,53.269595
6,1008,CATEGORY_6,Büsum,Schleswig-Holstein,Büsum,25761,Heider Str.,8.867113,54.133822
7,1009,CATEGORY_6,Buttenheim,Bayern,Altendorf,96146,Am Bahnhof,11.0137296,49.7993973
8,1011,CATEGORY_6,Büttgen,Nordrhein-Westfalen,Kaarst,41564,Driescher Birkhofstraße,6.605785,51.197208
9,1012,CATEGORY_7,Buttstädt,Thüringen,Buttstädt,99628,Am Bahnhof,11.418412,51.126995
10,1013,CATEGORY_4,Butzbach,Hessen,Butzbach,35510,Bahnhofstr.,8.669517,50.431156
11,1014,CATEGORY_4,Bützow,Mecklenburg-Vorpommern,Bützow,18246,Bahnhofstr.,11.9981942,53.8371137
12,1015,CATEGORY_3,Buxtehude,Niedersachsen,Buxtehude,21614,Am Bundesbahnhof,9.688314,53.470491
13,1016,CATEGORY_6,Cadenberge,Niedersachsen,Cadenberge,21781,Bahnhofstr.,9.058163,53.768071
14,1017,CATEGORY_6,Cadolzburg,Bayern,Cadolzburg,90556,Bahnhofsplatz,10.863611,49.460649
15,1018,CATEGORY_6,Cainsdorf,Sachsen,Zwickau,08064,Am Hammerwald,,
16,1019,CATEGORY_4,Calau (Niederlausitz),Brandenburg,Calau ,03205,Bahnhofstr.,13.97982,51.738118
17,102,CATEGORY_6,Altenhasungen,Hessen,Wolfhagen,34466,Hardtstraße,,
18,1020,CATEGORY_5,Calbe (Saale) Ost,Sachsen-Anhalt,Calbe (Saale),39240,Am Klärwerk,11.810527,51.920693
19,1021,CATEGORY_7,Calbe (Saale) West,Sachsen-Anhalt,Calbe (Saale),39240,Bahnhofstr.,11.758783,51.905693
20,1022,CATEGORY_6,Calberlah,Niedersachsen,Calberlah,38547,Bahnhofstr.,10.624914,52.427559
21,1023,CATEGORY_6,Caldern,Hessen,Lahntal,35094,Zum Wollenberg,,
22,1025,CATEGORY_6,Calw,Baden-Württemberg,Calw,75365,Bischofstr.,8.741854,48.714682
23,1026,CATEGORY_6,Camburg (Saale),Thüringen,Camburg (Saale),07774,Bahnhofstr.,11.70468,51.050857
24,1027,CATEGORY_6,Cammin (Meckl),Mecklenburg-Vorpommern,Cammin (Meckl),17094,Am Bahnhof,13.299645,53.439035
25,1028,CATEGORY_6,Capelle (Westf),Nordrhein-Westfalen,Nordkirchen-Capelle,59394,Am Bahnhof,7.61108,51.735268
26,1029,CATEGORY_6,Caputh-Geltow,Brandenburg,Schwielowsee OT Caputh,14548,Am Bahnhof,12.984406,52.350295
27,1032,CATEGORY_6,Casekow,Brandenburg,Casekow,16306,Bahnhofstraße,14.208187,53.213614
28,1033,CATEGORY_3,Castrop-Rauxel Hbf,Nordrhein-Westfalen,Castrop-Rauxel,44579,Berliner Platz,7.30398,51.573526
29,1034,CATEGORY_6,Castrop-Rauxel Süd,Nordrhein-Westfalen,Castrop-Rauxel,44575,Münsterplatz,7.310186,51.5503
30,1035,CATEGORY_6,Castrop-Rauxel-Merklinde,Nordrhein-Westfalen,Castrop-Rauxel,44579,Hellweg,7.324314,51.527932
31,1036,CATEGORY_3,Celle Pbf,Niedersachsen,Celle,29221,Bahnhofsplatz,10.062468,52.6204548
32,1037,CATEGORY_4,Cham (Oberpf),Bayern,Cham ,93413,Bahnhofstr.,12.656832,49.221869
33,1038,CATEGORY_7,Chamerau,Bayern,Chamerau,93466,Bahnhofstr.,12.745258,49.196718
34,104,CATEGORY_4,Lennestadt-Altenhundem,Nordrhein-Westfalen,Lennestadt,57368,Hundemstr.,8.071517,51.104132
35,1040,CATEGORY_2,Chemnitz Hbf,Sachsen,Chemnitz ,09111,Bahnhofstr.,12.930877,50.839696
36,1041,CATEGORY_6,Chemnitz Kinderwaldstätte,Sachsen,Chemnitz,09114,Rennsteig,12.953568,50.884211
37,1042,CATEGORY_6,Chemnitz Mitte,Sachsen,Chemnitz ,09111,Reichstraße,12.912587,50.826628
38,1044,CATEGORY_5,Chemnitz Süd,Sachsen,Chemnitz ,09111,Reichenhainer Str.,12.9261875,50.8237663
39,1046,CATEGORY_6,Chemnitz-Borna Hp,Sachsen,Chemnitz ,09113,Sandstr.,12.894459,50.859867
40,1047,CATEGORY_6,Chemnitz-Erfenschlag Mitte,Sachsen,Chemnitz,09125,Paul-Franke-Straße,,
41,105,CATEGORY_6,Altenkirchen (Westerw),Rheinland-Pfalz,Altenkirchen ,57610,Bahnhofstr.,7.638257,50.684418
42,1050,CATEGORY_6,Chemnitz-Hilbersdorf Hp,Sachsen,Chemnitz ,09131,Ebersdorfer Str.,12.953879,50.861934
43,1051,CATEGORY_6,Chemnitz-Reichenhain,Sachsen,Chemnitz,09125,Erfenschlager Straße,,
44,1052,CATEGORY_6,Chemnitz-Schönau,Sachsen,Chemnitz ,09117,Zwickauer Str.,12.8765,50.818095
45,1053,CATEGORY_6,Chemnitz-Siegmar,Sachsen,Chemnitz ,09117,Am Siegmaer Bahnhof,12.84251,50.815561
46,1055,CATEGORY_6,Chorin,Brandenburg,Chorin,16230,Bahnhofstraße,13.869714,52.90354
47,1056,CATEGORY_7,Clarholz,Nordrhein-Westfalen,Clarholz,33442,Am Halloh,8.200835,51.898454
48,1057,CATEGORY_7,Clausnitz,Sachsen,Rechenberg-Bienenmühle,09623,Am Haltepunkt,13.4986,50.755842
49,1058,CATEGORY_6,Cloppenburg,Niedersachsen,Cloppenburg,49661,Bahnhofstr.,8.055763,52.843996
50,1059,CATEGORY_3,Coburg,Bayern,Coburg,96450,Lossaustr.,10.9573281,50.2629273
51,106,CATEGORY_6,Altenmarkt (Alz),Bayern,Altenmarkt a.d. Alz,83352,Margaretenstraße,,
52,1060,CATEGORY_7,Coburg-Neuses,Bayern,Coburg-Neuses,96450,Friedrich-Ludwig-Jahn-Straße,10.951277,50.2780001
53,1061,CATEGORY_4,Cochem (Mosel),Rheinland-Pfalz,Cochem ,56812,Ravenéstr.,7.166738,50.153092
54,1062,CATEGORY_4,Coesfeld (Westf),Nordrhein-Westfalen,Coesfeld,48653,Bahnhofstr.,7.16368675,51.9398071
55,1063,CATEGORY_5,Cölbe,Hessen,Cölbe,35091,Kasseler Str.,8.787365,50.848159
56,1068,CATEGORY_7,Contwig,Rheinland-Pfalz,Contwig,66497,Bahnhofstr.,7.427916,49.24528
57,1069,CATEGORY_7,Coppenbrügge,Niedersachsen,Coppenbrügge,31863,Bahnhofstr.,9.537588,52.119521
58,1070,CATEGORY_5,Leipzig Coppiplatz,Sachsen,Leipzig,04157,Coppiplatz,12.366024,51.367074
59,1071,CATEGORY_1,Berlin Hauptbahnhof,Berlin,Berlin,10557,Europaplatz,13.369545,52.525592
60,1072,CATEGORY_6,Coschen,Brandenburg,Neißemünde,15898,Hauptstr.,14.718167,52.019844
61,1073,CATEGORY_6,Cossebaude,Sachsen,Dresden-Cossebaude,01156,Bahnhofstr.,13.6321235,51.0850426
62,1075,CATEGORY_6,Coswig (Anh),Sachsen-Anhalt,Coswig (Anhalt),06869,Bahnhofstr.,12.457625,51.888002
63,1076,CATEGORY_4,Coswig (Bz Dresden),Sachsen,Coswig,01640,Bahnhofstr.,13.579414,51.12281
64,1077,CATEGORY_2,Cottbus Hbf,Brandenburg,Cottbus,03048,Vetschauer Str.,14.324162,51.750957
65,1079,CATEGORY_3,Crailsheim,Baden-Württemberg,Crailsheim,74564,Bahnhof,10.064326,49.137872
66,108,CATEGORY_7,Altenseelbach,Nordrhein-Westfalen,Neunkirchen,57290,Am Flur,7.992398,50.783837
67,1080,CATEGORY_6,Cranzahl,Sachsen,Sehmatal,09465,Bahnhofstr.,12.993028,50.511248
68,1082,CATEGORY_6,Creidlitz,Bayern,Creidlitz,96450,Creidlitzer Str.,10.982246,50.227174
69,1083,CATEGORY_5,Creußen (Oberfr),Bayern,Creußen (Oberfr),95473,Bahnhofstraße,11.628443,49.84947
70,1084,CATEGORY_6,Crimmitschau,Sachsen,Crimmitschau,08451,Bahnhofstr.,12.392986,50.815068
71,1086,CATEGORY_6,Crivitz,Mecklenburg-Vorpommern,Crivitz,19089,Am Bahnhof,11.645071,53.572518
72,109,CATEGORY_6,Altenstadt (Hess),Hessen,Altenstadt,63674,Hanauer Straße,8.943977,50.283398
73,1094,CATEGORY_6,Cursdorf,Thüringen,Cursdorf,98744,Bahnhofstraße,,
74,1095,CATEGORY_5,Cuxhaven,Niedersachsen,Cuxhaven,27472,Am Bahnhof,8.703431,53.8609
75,1096,CATEGORY_6,Konz Mitte,Rheinland-Pfalz,Konz,54329,Granastr.,6.573757,49.70024
76,1098,CATEGORY_5,Dabendorf,Brandenburg,Zossen,15806,Am Bahnhof,13.43729,52.237332
77,1099,CATEGORY_3,Dachau Bahnhof,Bayern,Dachau,85221,Bahnhofplatz,11.44426,48.254652
78,11,CATEGORY_6,Adelebsen,Niedersachsen,Adelebsen,37139,Bahnhofstr.,9.760044,51.57769
79,110,CATEGORY_6,Altenstadt (Iller),Bayern,Altenstadt,89281,Bahnhofstr.,10.109983,48.161191
80,1100,CATEGORY_6,Dachau Stadt,Bayern,Dachau,85221,Etzenhausenerstr.,11.439761,48.266661
81,1101,CATEGORY_6,Dachrieden,Thüringen,Unstruttal,99974,Bahnhofstr.,10.4423225,51.2695208
82,1102,CATEGORY_7,Dachwig,Thüringen,Dachwig,99100,Bahnhofstraße,10.849686,51.072436
83,1103,CATEGORY_6,Dahl,Nordrhein-Westfalen,Hagen,58091,Am Volmewehr,7.527898,51.303377
84,1104,CATEGORY_7,Dahlbruch,Nordrhein-Westfalen,Hilchenbach,57271,Karl-Krämer-Straße,8.053456,50.970432
85,1105,CATEGORY_6,Dahlem (Eifel),Nordrhein-Westfalen,Dahlem,53949,Bahnhofstr.,6.550382,50.385752
86,1106,CATEGORY_6,Dahlen (Sachs),Sachsen,Dahlen ,04774,Ladestr.,12.984253,51.350972
87,1107,CATEGORY_6,Dahlenburg,Niedersachsen,Dahlenburg,21368,Bahnhofsweg,10.708804,53.169266
88,1108,CATEGORY_7,Dahlerbrück,Nordrhein-Westfalen,Schalksmühle,58579,Volmestraße,7.517001,51.25186
89,1109,CATEGORY_6,Dahlewitz,Brandenburg,Blankenfeld,15827,Bahnhofstr.,13.419579,52.326618
90,111,CATEGORY_6,Altentreptow,Mecklenburg-Vorpommern,Altentreptow,17087,Bahnhofstraße,13.242713,53.692233
91,1114,CATEGORY_6,Dalheim,Nordrhein-Westfalen,Wegberg,41844,Bahnhofstr.,6.17859721,51.1491429
92,1115,CATEGORY_6,Dallau,Baden-Württemberg,Elztal-Dallau,74834,Bahnhofstrasse,9.18755,49.388078
93,1116,CATEGORY_5,Dallgow-Döberitz,Brandenburg,Dallgow (b Berlin),14624,Bahnhofstr.,13.059037,52.543554
94,1121,CATEGORY_7,Dannenberg Ost,Niedersachsen,Dannenberg,29451,Am Bahnhof,11.117734,53.104997
95,1122,CATEGORY_6,Dannenwalde (Gransee),Brandenburg,Gransee,16775,Bahnhofstraße,13.180801,53.079756
96,1123,CATEGORY_6,Darching,Bayern,Valley,83626,Bahnhofstr.,11.7772526,47.8707982
97,1125,CATEGORY_7,Darlingerode,Sachsen-Anhalt,Darlingerode,38871,Bahnhofstr.,10.733037,51.84908
98,1126,CATEGORY_2,Darmstadt Hbf,Hessen,Darmstadt,64293,Am Hauptbahnhof,8.629636,49.872503
99,1127,CATEGORY_5,Darmstadt Nord,Hessen,Darmstadt,64293,Frankfurter Str.,8.654311,49.892136
100,1128,CATEGORY_6,Darmstadt Ost,Hessen,Darmstadt,64287,Erbacherstr.,8.673867,49.874743
101,1129,CATEGORY_5,Darmstadt Süd,Hessen,Darmstadt,64299,Haardtring,8.636586,49.855426
102,113,CATEGORY_6,Altenwillershagen,Mecklenburg-Vorpommern,Altenwillershagen,18320,Bahnhofstr.,12.572818,54.259406
103,1130,CATEGORY_6,Darmstadt-Arheilgen,Hessen,Darmstadt,64291,Weiterstädter-Str.,8.64555359,49.9134144
104,1131,CATEGORY_5,Darmstadt-Eberstadt,Hessen,Darmstadt,64297,An der Eisenbahn,8.62582,49.813922
105,1132,CATEGORY_6,Darmstadt-Kranichstein,Hessen,Darmstadt,64289,Parkstraße ,8.679359,49.906826
106,1134,CATEGORY_6,Dasing,Bayern,Dasing,86453,Bahnhofstr.,11.052165,48.386243
107,1135,CATEGORY_6,Dattenfeld (Sieg),Nordrhein-Westfalen,Windeck,51570,Engbachweg,7.546252,50.80916
108,1136,CATEGORY_6,Dauenhof,Schleswig-Holstein,Westerhorn,25364,Bahnhofstr.,9.680659,53.852459
109,1138,CATEGORY_6,Daufenbach,Rheinland-Pfalz,Zemmer-Daufenbach,54313,Deimlinger Straße,6.639911,49.875969
110,114,CATEGORY_7,Altersbach,Thüringen,Altersbach,98587,Am Bahnhof,10.544522,50.70064
111,1140,CATEGORY_6,Dausenau,Rheinland-Pfalz,Dausenau,56132,Am Bahnhof,7.758212,50.326866
112,1141,CATEGORY_6,Davensberg,Nordrhein-Westfalen,Ascheberg-Davensberg,59387,Zum Bahnhof,7.59851575,51.8179438
113,1144,CATEGORY_6,Dedenhausen,Niedersachsen,Uetze,31311,Zum Bahnhof,10.23873,52.432215
114,1145,CATEGORY_4,Dedensen / Gümmer,Niedersachsen,Seelze,30926,Gümmerdamm,9.521252,52.407049
115,1146,CATEGORY_6,Dedinghausen,Nordrhein-Westfalen,Lippstadt (Dedinghausen),59558,Merschweg,8.398281,51.672359
116,1149,CATEGORY_5,Deggendorf Hbf,Bayern,Deggendorf,94469,Bahnhofstr.,12.949727,48.83944
117,115,CATEGORY_7,Altglashütten-Falkau,Baden-Württemberg,Feldberg-Altglashütten,79868,Falkauerstr.,8.114113,47.859392
118,1151,CATEGORY_6,Deidesheim,Rheinland-Pfalz,Deidesheim,67146,Bahnhofstr.,8.192634,49.408349
119,1152,CATEGORY_6,Deining (Oberpf),Bayern,Deining,92364,Eichenstr.,11.515572,49.203996
120,1153,CATEGORY_4,Deisenhofen,Bayern,Oberhaching,82041,Bahnhofsplatz,11.583597,48.019539
121,1155,CATEGORY_6,Delitzsch ob Bf,Sachsen,Delitzsch,04509,Poetenweg,12.34639,51.519703
122,1156,CATEGORY_4,Delitzsch unt Bf,Sachsen,Delitzsch,04509,Eisenbahnstr.,12.345218,51.525227
123,1157,CATEGORY_6,Dellfeld,Rheinland-Pfalz,Dellfeld,66503,Bahnhofstr.,7.469169,49.227782
124,1158,CATEGORY_6,Dellfeld Ort,Rheinland-Pfalz,Dellfeld,66503,Hauptstraße,7.478162,49.238869
125,1159,CATEGORY_3,Delmenhorst,Niedersachsen,Delmenhorst,27749,Wittekindstr.,8.629758,53.052792
126,116,CATEGORY_4,Altglienicke,Berlin,Berlin,12524,Germanenstr.,13.558753,52.407299
127,1160,CATEGORY_6,Demitz-Thumitz,Sachsen,Demitz-Thumitz,01877,Bahnhofstraße,14.2396223,51.1421413
128,1161,CATEGORY_6,Demker,Sachsen-Anhalt,Demker,39579,Am Bahnhof,11.854733,52.518178
129,1162,CATEGORY_5,Demmin,Mecklenburg-Vorpommern,Demmin,17109,Bahnhofstrasse,13.053954,53.90114
130,1164,CATEGORY_6,Densborn,Rheinland-Pfalz,Densborn,54570,Bahnhofstraße,6.600406,50.123918
131,1165,CATEGORY_4,Denzlingen,Baden-Württemberg,Denzlingen,79211,Bahnhofstr.,7.881434,48.068625
132,1168,CATEGORY_6,Weilerswist-Derkum,Nordrhein-Westfalen,Weilerswist,53919,Kaller Str.,6.81683,50.704964
133,117,CATEGORY_5,Althegnenberg,Bayern,Althegnenberg,82278,Hochdorfer Straße,11.063003,48.236374
134,1170,CATEGORY_5,Dernau,Rheinland-Pfalz,Dernau,53507,Bundesstraße,7.041527,50.529648
135,1171,CATEGORY_7,Dernbach (Westerw),Rheinland-Pfalz,Dernbach ,56428,Hauptstr.,7.783693,50.457225
136,1172,CATEGORY_6,Derneburg (Han),Niedersachsen,Holle OT Derneburg ,31188,Bahnhofstr.,10.143719,52.096851
137,1173,CATEGORY_3,Dessau Hbf,Sachsen-Anhalt,Dessau-Roßlau,06844,Fritz-Hesse-Str.,12.234945,51.839865
138,1174,CATEGORY_6,Dessau Süd,Sachsen-Anhalt,Dessau,06844,Peterholzstr.,12.236455,51.802196
139,1176,CATEGORY_7,Dessau-Alten,Sachsen-Anhalt,Dessau,06844,Hünefeldstr.,12.19334,51.825541
140,1177,CATEGORY_6,Dessau-Mosigkau,Sachsen-Anhalt,Dessau,06847,Erich-Weinert-Str.,12.148546,51.814077
141,1178,CATEGORY_6,Dessauer Brücke,Sachsen-Anhalt,Halle,06118,Dessauer Str.,11.982535,51.500123
142,1180,CATEGORY_5,Detmold,Nordrhein-Westfalen,Detmold,32756,Bahnhofstr.,8.872859,51.940745
143,1181,CATEGORY_6,Dettelbach Bahnhof,Bayern,Dettelbach,97337,Am Bahnhof,10.090359,49.788146
144,1182,CATEGORY_5,Dettingen (Main),Bayern,Karlstein am Main,63791,Bahnhofstraße,9.036807,50.042556
145,1183,CATEGORY_7,Dettingen (Teck),Baden-Württemberg,Dettingen unter Teck,73265,Eisenbahnstr.,9.454878,48.616409
146,1184,CATEGORY_7,Dettum,Niedersachsen,Dettum,38173,Zuckerfabrik,10.6601286,52.156874
147,1185,CATEGORY_6,Deuben (b Zeitz),Sachsen-Anhalt,Deuben ,06682,Am Bahnhof,12.068913,51.11053
148,1186,CATEGORY_6,Deuerling,Bayern,Deuerling,93180,Am Bahnhof,11.914918,49.04164
149,1187,CATEGORY_6,Deuten,Nordrhein-Westfalen,Dorsten-Deuten,46286,Weseler Straße,6.97079,51.713087
150,119,CATEGORY_6,Altheim (Hess),Hessen,Münster,64839,Münsterer Straße,8.890906,49.923332
151,1190,CATEGORY_6,Deutzen,Sachsen,Deutzen,04574,Bahnhofstr.,12.419542,51.11443
152,1192,CATEGORY_6,Diebach,Bayern,Hammelburg,97762,Häfnerstraße,9.83766,50.128683
153,1193,CATEGORY_5,Diebsteich,Hamburg,Hamburg,22769,Plöner Stieg,9.93426,53.568569
154,1194,CATEGORY_4,Dieburg,Hessen,Dieburg,64807,Am Bahnhof,8.839795,49.90369
155,1196,CATEGORY_5,Diedorf (Schwab),Bayern,Diedorf,86420,Bahnhofstr.,10.776823,48.35609
156,12,CATEGORY_6,Adelschlag,Bayern,Adelschlag,85111,Bahnhofstrasse,11.211443,48.840759
157,1200,CATEGORY_4,Diepholz,Niedersachsen,Diepholz,49356,Bahnhofstr.,8.380334,52.604771
158,1202,CATEGORY_5,Dieringhausen,Nordrhein-Westfalen,Gummersbach-Dieringhausen,51645,Dieringhauserstr.,7.542483,50.98542
159,1204,CATEGORY_6,Dieskau,Sachsen-Anhalt,Kabelsketal,06184,Bahnhofstr.,12.0508969,51.4505938
160,1205,CATEGORY_6,Dießen,Bayern,Dießen a. Ammersee,86911,Bahnhofstr.,11.10754,47.950818
161,1206,CATEGORY_7,Dietersheim,Bayern,Dietersheim,91463,Industriestr.,10.543103,49.556882
162,1209,CATEGORY_6,Dietmannsried,Bayern,Dietmannsried,87463,Bahnhofstr.,10.290481,47.812866
163,121,CATEGORY_7,Althof,Mecklenburg-Vorpommern,Bad Doberan,18209,Althöfer Weg,11.922341,54.090442
164,1210,CATEGORY_7,Dietzhausen,Thüringen,Dietzhausen,98530,Am Bahnhof,10.5969,50.599437
165,1211,CATEGORY_5,Diez,Rheinland-Pfalz,Diez,65682,Bahnhofstr.,8.01962,50.370127
166,1212,CATEGORY_6,Diez Ost,Rheinland-Pfalz,Diez,65582,Schirlinger Str.,8.038587,50.376044
167,1213,CATEGORY_6,Dillbrecht,Hessen,Haiger,35708,Am Bahnhof,8.20377,50.801821
168,1214,CATEGORY_4,Dillenburg,Hessen,Dillenburg,35683,Bahnhofsplatz,8.294088,50.734883
169,1215,CATEGORY_5,Dillingen (Donau),Bayern,Dillingen,89407,Bahnhofstr.,10.489167,48.581255
170,1216,CATEGORY_4,Dillingen (Saar),Saarland,Dillingen (Saar),66763,Berkheimstr.,6.72215,49.35271
171,1217,CATEGORY_6,Hamminkeln-Dingden,Nordrhein-Westfalen,Hamminkeln,46499,Am Bahnhof,6.607872,51.770232
172,1220,CATEGORY_5,Dingolfing,Bayern,Dingolfing,84130,Bahnhofstr.,12.48687,48.641606
173,1222,CATEGORY_5,Dinkelscherben,Bayern,Dinkelscherben,86424,Bahnhofsplatz.,10.5880022,48.3422254
174,1223,CATEGORY_4,Dinslaken,Nordrhein-Westfalen,Dinslaken,46535,Bahnhofsplatz,6.73803,51.567458
175,1226,CATEGORY_6,Dirmingen,Saarland,Eppelborn,66571,Zur Alten Mühle,7.012377,49.415386
176,1227,CATEGORY_6,Dissen-Bad Rothenfelde,Niedersachsen,Dissen-Bad Rothenfelde,49201,Am Bahnhof,8.185298,52.11192
177,1228,CATEGORY_6,Distelhausen,Baden-Württemberg,Tauberbischofsheim,97941,Baumgartenweg,,
178,1229,CATEGORY_6,Ditfurt,Sachsen-Anhalt,Ditfurt,06484,Bahnhofstr.,11.186728,51.833482
179,1231,CATEGORY_7,Dittersbach (b Frankenberg/Sachs),Sachsen,Frankenberg (Sachsen),09669,Am Bahnhof,13.068842,50.926837
180,1232,CATEGORY_6,Dittersdorf,Sachsen,Amtsberg,09439,Bahnhofstraße,,
181,1233,CATEGORY_6,Dittigheim,Baden-Württemberg,Tauberbischofsheim,97941,Frombergstraße,,
182,1234,CATEGORY_4,Ditzingen,Baden-Württemberg,Ditzingen,71254,Stuttgarter Str.,9.06705,48.823611
183,1235,CATEGORY_6,Dortmund-Lütgendortmund,Nordrhein-Westfalen,Dortmund,44388,Heinrich-Sondermann-Platz,7.334177,51.500735
184,1236,CATEGORY_5,Döbeln Hbf,Sachsen,Döbeln,04720,Bahnhofstr.,13.094988,51.126568
185,1239,CATEGORY_7,Döberitz,Brandenburg,Premnitz OT Döberitz,14727,Ausbau,12.368462,52.524333
186,124,CATEGORY_6,Altmittweida,Sachsen,Altmittweida,09648,Am Bahnhof,12.9596454,50.9687044
187,1240,CATEGORY_4,Doberlug-Kirchhain,Brandenburg,Doberlug-Kirchhain,03253,Am Bahnhof,13.564241,51.620576
188,1242,CATEGORY_6,Doberschütz,Sachsen,Doberschütz,04838,Bahnhofstr.,12.745785,51.492237
189,1245,CATEGORY_6,Dodendorf,Sachsen-Anhalt,Sülzetal,39171,Bahnhofstr.,11.613086,52.048952
190,1246,CATEGORY_6,Dogern,Baden-Württemberg,Dogern,79804,Bahnhofstr.,8.167356,47.608887
191,1247,CATEGORY_6,Döggingen,Baden-Württemberg,Bräunlingen,78199,Am Bahnhof,8.441107,47.893654
192,125,CATEGORY_6,Morschen-Altmorschen,Hessen,Morschen,34326,Am Bahnhof,9.610756,51.067275
193,1250,CATEGORY_7,Dohna (Sachs),Sachsen,Dohna,01809,Müglitztalstr.,13.855565,50.961188
194,1254,CATEGORY_5,Dollbergen,Niedersachsen,Uetze,31311,Ladestr.,10.181657,52.417153
195,1255,CATEGORY_6,Dollern,Niedersachsen,Dollern,21739,Am Bahnhof,9.55808,53.545425
196,1256,CATEGORY_6,Dollnstein,Bayern,Dollnstein,91795,Bahnhofstr.,11.079009,48.871425
197,1257,CATEGORY_7,Döllstädt,Thüringen,Döllstädt,99100,Bahnhofstr.,10.813398,51.084886
198,1259,CATEGORY_5,Dombühl,Bayern,Dombühl,91601,Am Bahnhof,10.298523,49.25211
199,126,CATEGORY_6,Altomünster,Bayern,Altomünster,85250,Bahnhofstr.,11.255133,48.384918
200,1262,CATEGORY_7,Domnitz (SaalKr),Sachsen-Anhalt,Domnitz,06420,Am Bahnhof,11.839973,51.635225
201,1263,CATEGORY_7,Domsühl,Mecklenburg-Vorpommern,Domsühl,19374,Bahnhofstraße,11.765869,53.485372
202,1264,CATEGORY_4,Donaueschingen,Baden-Württemberg,Donaueschingen,78166,Bahnhofstr.,8.498919,47.947786
203,1265,CATEGORY_4,Donauwörth,Bayern,Donauwörth,86609,Bahnhofstr.,10.771443,48.714026
204,1267,CATEGORY_6,Dorfchemnitz (b Zwönitz),Sachsen,Zwönitz,09619,An der Bahn,,
205,1268,CATEGORY_5,Dorfen Bahnhof,Bayern,Dorfen,84405,Bahnhofstr.,12.159686,48.267048
206,127,CATEGORY_6,Altötting,Bayern,Altötting,84503,Bahnhofsplatz,,
207,1270,CATEGORY_6,Dörfles-Esbach,Bayern,Dörfles-Esbach,96487,Bahnhofstraße,10.997756,50.282751
208,1271,CATEGORY_6,Dorfmark,Niedersachsen,Bad Fallingbostel,29683,Poststr.,9.771305,52.899139
209,1272,CATEGORY_6,Dorfprozelten,Bayern,Dorfprozelten,97904,Bahnstraße,,
210,1273,CATEGORY_6,Dorheim (Wetterau),Hessen,Friedberg (Hessen),61169,Wetteraustr.,8.79051,50.352702
211,1274,CATEGORY_4,Dormagen,Nordrhein-Westfalen,Dormagen,41540,Willy-Brandt-Platz,6.814837,51.099495
212,1275,CATEGORY_6,Dormagen Chempark,Nordrhein-Westfalen,Köln,50769,Parallelweg,6.838171,51.077045
213,1276,CATEGORY_6,Dornburg (Saale),Thüringen,Dornburg (Saale),07778,Naschhäuserstr.,11.675499,51.008613
214,1278,CATEGORY_6,Groß Gerau-Dornheim,Hessen,Groß-Gerau,64521,Bahnhofstr.,8.493656,49.877507
215,128,CATEGORY_6,Altranft,Brandenburg,Bad Freienwalde (Oder),16259,Alte Heerstr.,14.082107,52.763368
216,1280,CATEGORY_6,Dornstetten,Baden-Württemberg,Dornstetten,72280,Tübinger Str.,8.50321412,48.469635
217,1281,CATEGORY_6,Dörpen,Niedersachsen,Dörpen,26892,Neudörpener Straße,7.3532787,52.959021
218,1282,CATEGORY_7,Dörrberg,Thüringen,Gräfenroda,99330,Dörrberg,10.798671,50.735351
219,1284,CATEGORY_4,Dorsten,Nordrhein-Westfalen,Dorsten,46282,Vestische Allee,6.9705,51.658274
220,1285,CATEGORY_5,Dortelweil,Hessen,Bad Vilbel,61118,Bahnhofstr.,8.751145,50.207503
221,1287,CATEGORY_6,Dortmund-Asseln Mitte,Nordrhein-Westfalen,Dortmund,44319,Asselburgstr.,7.583839,51.526219
222,1288,CATEGORY_6,Dortmund-Germania,Nordrhein-Westfalen,Dortmund,44379,Steinhammerstr.,7.363728,51.498124
223,1289,CATEGORY_1,Dortmund Hbf,Nordrhein-Westfalen,Dortmund,44137,Königswall,7.45929,51.517896
224,1290,CATEGORY_6,Dortmund-Knappschaftskrankenhaus,Nordrhein-Westfalen,Dortmund,44309,Hörder Str.,7.537458,51.518768
225,1291,CATEGORY_6,Dortmund-Möllerbrücke,Nordrhein-Westfalen,Dortmund,44137,Hollestr.,7.451706,51.507157
226,1292,CATEGORY_5,Dortmund-Stadthaus,Nordrhein-Westfalen,Dortmund,44149,Ruhrallee/Sonnenstr.,7.468764,51.507828
227,1293,CATEGORY_6,Salmtal,Rheinland-Pfalz,Salmtal,54528,Neuer Bahnhof,6.839254,49.921684
