FID,geom,mifcode,strecke_nr,richtung,laenge,von_km_i,bis_km_i,von_km_l,bis_km_l,elektrifiz,bahnnutzun,geschwindi,strecke_ku,gleisanzah,bahnart,kmspru_typ,kmspru_t00
2019-01_DB-Netz-MRN_4326.37,"MULTILINESTRING ((8.422641 49.331745, 8.42367 49.331163, 8.424194 49.330872, 8.424707 49.330573, 8.425201 49.33026, 8.425666 49.329929, 8.426085 49.329573, 8.426459 49.329196, 8.426811 49.328767, 8.427105 49.328319, 8.427314 49.327924, 8.427476 49.327519, 8.427583 49.327077, 8.427648 49.32663, 8.427841 49.324838, 8.42796 49.323943, 8.428084 49.323098, 8.428256 49.322218, 8.428428 49.321325, 8.428434 49.321272))",xka_mrk_830,3400,0,1294,100810000,100940000,"8,1 + 0","9,4 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.38,"MULTILINESTRING ((8.428434 49.321272, 8.42853 49.320429, 8.428548 49.31998, 8.428499 49.319532, 8.428355 49.319093, 8.428131 49.318668, 8.427828 49.318265, 8.427477 49.317878, 8.426765 49.317108, 8.426026 49.31635, 8.425512 49.315808))",xka_mrk_830,3400,0,666,100940000,101000066,"9,4 + 0","10,0 + 66",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.39,"MULTILINESTRING ((8.425512 49.315808, 8.424576 49.314822, 8.423126 49.313294, 8.421675 49.311766, 8.420226 49.310238, 8.418777 49.308709, 8.417328 49.307181, 8.415878 49.305653, 8.41443 49.304124, 8.412989 49.302592, 8.41154 49.301064, 8.41009 49.299536, 8.408641 49.298008, 8.407191 49.29648, 8.406075 49.295303, 8.405017 49.294188, 8.403568 49.292659, 8.403208 49.292276, 8.402834 49.291899, 8.402438 49.291532, 8.402018 49.291176, 8.401563 49.290839, 8.401088 49.290514, 8.399149 49.28924, 8.397208 49.287966, 8.395268 49.286692, 8.393308 49.285405, 8.391388 49.284144, 8.389448 49.28287, 8.387508 49.281596, 8.385568 49.280322, 8.383629 49.279048, 8.381689 49.277773, 8.37975 49.276499, 8.377811 49.275225, 8.376844 49.274589))",xka_mrk_830,3400,0,5834,101000066,101590000,"10,0 + 66","15,9 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.40,"MULTILINESTRING ((8.376844 49.274589, 8.375872 49.27395, 8.373933 49.272676, 8.371994 49.271401, 8.370055 49.270127, 8.368116 49.268852, 8.366178 49.267578, 8.364239 49.266303, 8.362301 49.265029, 8.360363 49.263754, 8.358425 49.262479, 8.356487 49.261204, 8.354549 49.25993, 8.352611 49.258655, 8.352124 49.258338, 8.35166 49.258015))",xka_mrk_830,3400,0,2600,101590000,101850000,"15,9 + 0","18,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.41,"MULTILINESTRING ((8.35166 49.258015, 8.351653 49.25801, 8.35121 49.257667, 8.350805 49.257305, 8.350451 49.256919, 8.350149 49.256516, 8.3499 49.256097, 8.349707 49.255666, 8.349571 49.255225, 8.349491 49.254779, 8.349467 49.25433, 8.349479 49.25388, 8.349568 49.252084, 8.349595 49.251184, 8.349657 49.250286, 8.349702 49.249837, 8.349787 49.249391, 8.349929 49.248952, 8.350125 49.248521, 8.350379 49.248104, 8.350681 49.2477, 8.351026 49.247311, 8.351393 49.246938))",xka_mrk_830,3400,0,1300,101850000,101980000,"18,5 + 0","19,8 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.42,"MULTILINESTRING ((8.351393 49.246938, 8.351398 49.246933, 8.352901 49.245428, 8.354404 49.243923, 8.355907 49.242418, 8.35741 49.240913, 8.357783 49.240535, 8.358133 49.240148, 8.358447 49.239749, 8.35872 49.239336, 8.358941 49.238911, 8.359116 49.238476, 8.359246 49.238035, 8.359347 49.23759, 8.359703 49.235807, 8.360058 49.234024, 8.360413 49.232241, 8.360589 49.231357))",xka_mrk_830,3400,0,1900,101980000,102170000,"19,8 + 0","21,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.43,"MULTILINESTRING ((8.360589 49.231357, 8.360753 49.230528, 8.360768 49.230458, 8.360864 49.230012, 8.360997 49.229572, 8.361187 49.229139, 8.361436 49.228721, 8.361753 49.228323, 8.362123 49.227944, 8.362536 49.227586, 8.362976 49.22724, 8.364746 49.225865, 8.365631 49.225178))",xka_mrk_830,3400,0,800,102170000,102250000,"21,7 + 0","22,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.44,"MULTILINESTRING ((8.365631 49.225178, 8.365844 49.225013, 8.366191 49.224758, 8.366562 49.224519, 8.367107 49.224248, 8.367347 49.224156, 8.367616 49.224064, 8.367767 49.224019, 8.367989 49.22396, 8.368207 49.223912, 8.368661 49.223832, 8.369037 49.223791, 8.369504 49.22377, 8.369988 49.223777, 8.370393 49.223811, 8.371059 49.223915, 8.371714 49.22405))",xka_mrk_830,3400,0,500,102250000,102300000,"22,5 + 0","23,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.45,"MULTILINESTRING ((8.371714 49.22405, 8.371716 49.22405, 8.372368 49.224191, 8.373024 49.224322, 8.373363 49.224382, 8.373676 49.224427, 8.373859 49.22445, 8.374036 49.224464, 8.374371 49.22448, 8.374541 49.224487, 8.3748 49.224485, 8.375262 49.224454, 8.375733 49.224391, 8.376113 49.224314, 8.376382 49.224246, 8.376568 49.224189, 8.376687 49.224146, 8.376984 49.224031, 8.37728 49.223891, 8.377525 49.223755, 8.377779 49.223583, 8.377983 49.223421, 8.378138 49.223281, 8.378267 49.223139, 8.378354 49.223043, 8.378492 49.222843, 8.378618 49.222628, 8.378719 49.222395, 8.378778 49.222216, 8.37881 49.221987, 8.378831 49.221743, 8.378859 49.221219, 8.378875 49.221044, 8.378908 49.220846, 8.378978 49.220589, 8.379063 49.220377, 8.379254 49.219977, 8.379396 49.219677))",xka_mrk_830,3400,0,935,102300000,102390035,"23,0 + 0",23.9 +    35,Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,Fehll�nge ankommend
2019-01_DB-Netz-MRN_4326.46,"MULTILINESTRING ((8.379396 49.219677, 8.3794 49.219668))",xka_mrk_830,3400,0,0,102390035,102390060,23.9 +    35,23.9 +    60,Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,Fehll�nge ankommend,Fehll�nge abgehend
2019-01_DB-Netz-MRN_4326.47,"MULTILINESTRING ((8.3794 49.219668, 8.379562 49.219325))",xka_mrk_830,3400,0,40,102390060,102400000,23.9 +    60,"24,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,Fehll�nge abgehend,
2019-01_DB-Netz-MRN_4326.48,"MULTILINESTRING ((8.379562 49.219325, 8.379609 49.219226, 8.37999 49.21848, 8.380832 49.216769, 8.381269 49.215916, 8.381672 49.215057, 8.381862 49.214625, 8.382008 49.214186, 8.382086 49.213739, 8.382096 49.21329, 8.382037 49.212842, 8.381908 49.212401, 8.381712 49.21197, 8.38145 49.211555, 8.381127 49.211158, 8.380744 49.210785, 8.380307 49.210439, 8.379819 49.210124, 8.379285 49.209841, 8.37871 49.209596, 8.3781 49.209391, 8.377468 49.209216, 8.376184 49.208899, 8.374882 49.208614, 8.372294 49.208016, 8.369706 49.207417, 8.369059 49.207266, 8.368423 49.207097, 8.367805 49.206902, 8.367209 49.20668, 8.366638 49.206431, 8.366097 49.206154, 8.365588 49.205853, 8.365112 49.205529, 8.364673 49.205184, 8.364274 49.204818, 8.363917 49.204435, 8.363601 49.204036, 8.363331 49.203623, 8.363091 49.203201, 8.362173 49.201507, 8.361255 49.199812, 8.361021 49.199389, 8.360805 49.198963, 8.360617 49.19853, 8.360469 49.198092, 8.360383 49.197645, 8.360339 49.197197, 8.360278 49.195395))",xka_mrk_830,3400,0,3500,102400000,102750000,"24,0 + 0","27,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.49,"MULTILINESTRING ((8.360278 49.195395, 8.360218 49.193602, 8.360087 49.193165, 8.359877 49.192734, 8.359583 49.192328, 8.359211 49.191951, 8.35877 49.191606, 8.358265 49.191303, 8.357706 49.191042, 8.357101 49.190832, 8.356461 49.190671, 8.355794 49.190565, 8.355113 49.190513, 8.354428 49.190519, 8.353749 49.190585, 8.353085 49.190694, 8.351786 49.191004))",xka_mrk_830,3400,0,1000,102750000,102850000,"27,5 + 0","28,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.50,"MULTILINESTRING ((8.351786 49.191004, 8.350507 49.191309, 8.349854 49.191446, 8.349193 49.191567, 8.348523 49.191663, 8.347847 49.191737, 8.347165 49.191787, 8.346481 49.191821, 8.343742 49.191917, 8.341001 49.192012, 8.338263 49.192108, 8.335522 49.192204, 8.332783 49.1923, 8.330043 49.192395, 8.327301 49.192485, 8.324575 49.192583, 8.321828 49.192678, 8.319087 49.192774, 8.31635 49.192867, 8.313601 49.192962, 8.310858 49.193061, 8.308123 49.193162, 8.305386 49.193257, 8.304016 49.193313, 8.302646 49.193349, 8.302509 49.193345))",xka_mrk_830,3400,0,3610,102850000,103210010,"28,5 + 0","32,1 + 10",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.51,"MULTILINESTRING ((8.302509 49.193345, 8.299908 49.193277, 8.299249 49.193162, 8.298605 49.193003, 8.297991 49.192802, 8.297412 49.192561, 8.296873 49.192283, 8.29638 49.19197, 8.295938 49.191628, 8.29555 49.191258, 8.295217 49.190863, 8.294946 49.190448, 8.294739 49.190017, 8.294598 49.189575, 8.294522 49.189127, 8.294509 49.188684))",xka_mrk_830,3400,0,890,103210010,103300000,"32,1 + 10","33,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.52,"MULTILINESTRING ((8.294509 49.188684, 8.294509 49.188677, 8.294892 49.166213))",xka_mrk_830,3400,0,2500,103300000,103550000,"33,0 + 0","35,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.53,"MULTILINESTRING ((8.294892 49.166213, 8.294894 49.16611, 8.294903 49.165315, 8.294861 49.164916, 8.29474 49.164418, 8.294581 49.164021, 8.294331 49.163563, 8.294101 49.163228, 8.29385 49.162927, 8.293394 49.162496, 8.29284 49.16207, 8.292358 49.161757, 8.291809 49.161478, 8.290667 49.160976, 8.289517 49.160486, 8.287481 49.159579, 8.286095 49.158988, 8.283796 49.158003, 8.28322 49.157756, 8.28266 49.157495, 8.282117 49.157216, 8.281614 49.156908, 8.281177 49.156559, 8.280796 49.156182, 8.280465 49.155786, 8.280192 49.155372, 8.279982 49.154942, 8.279827 49.154501, 8.279724 49.154053, 8.279659 49.153634))",xka_mrk_830,3400,0,1900,103550000,103740000,"35,5 + 0","37,4 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.54,"MULTILINESTRING ((8.279659 49.153634, 8.279654 49.153603, 8.279391 49.151815, 8.279123 49.150024, 8.278855 49.148239, 8.278578 49.146446, 8.278317 49.144662, 8.278054 49.14287, 8.277789 49.141081, 8.277518 49.139288, 8.27725 49.137497, 8.276982 49.135707, 8.27679 49.134423))",xka_mrk_830,3400,0,2146,103740000,103950046,"37,4 + 0","39,5 + 46",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.55,"MULTILINESTRING ((8.27679 49.134423, 8.276713 49.133917, 8.276445 49.132126, 8.276173 49.130338, 8.275911 49.12855, 8.27565 49.126767, 8.275386 49.124969, 8.275242 49.124074, 8.27516 49.123629, 8.275072 49.123186, 8.274636 49.121404, 8.274428 49.120543, 8.273993 49.118765, 8.273545 49.11698, 8.273443 49.116534, 8.273359 49.116087, 8.273307 49.115638, 8.273274 49.115188, 8.273196 49.113391, 8.273116 49.111594, 8.273041 49.109796, 8.272993 49.108739))",xka_mrk_830,3400,0,2872,103950046,104240018,"39,5 + 46","42,4 + 18",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.56,"MULTILINESTRING ((8.272993 49.108739, 8.272959 49.107997, 8.272888 49.1062, 8.272818 49.104399, 8.272743 49.102596, 8.272664 49.100798, 8.272641 49.100286))",xka_mrk_830,3400,0,940,104240018,104330058,"42,4 + 18","43,3 + 58",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.57,"MULTILINESTRING ((8.272641 49.100286, 8.272583 49.099, 8.2725 49.097202, 8.272375 49.094507, 8.272287 49.092709, 8.272205 49.090917, 8.272123 49.089119, 8.272036 49.087331, 8.271952 49.08553, 8.271873 49.083732, 8.271797 49.081935, 8.271717 49.080141, 8.271702 49.079691, 8.271669 49.079241, 8.271605 49.078787, 8.271512 49.078336, 8.271389 49.077902, 8.271244 49.077471, 8.270587 49.075726, 8.269932 49.073976, 8.269271 49.072226, 8.268604 49.070474, 8.267947 49.068731, 8.267285 49.066998, 8.266625 49.065255, 8.265958 49.063487, 8.265297 49.061739, 8.264635 49.059992, 8.263974 49.058246, 8.263313 49.0565, 8.262643 49.054759, 8.262439 49.054244, 8.262317 49.053899, 8.262189 49.053547))",xka_mrk_830,3400,0,5284,104330058,104860039,"43,3 + 58","48,6 + 39",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.58,"MULTILINESTRING ((8.262189 49.053547, 8.262127 49.053375, 8.262004 49.052941, 8.261946 49.052532, 8.261969 49.052071, 8.262085 49.051643, 8.262209 49.051379, 8.262384 49.051128))",xka_mrk_830,3400,0,276,104860039,104890015,"48,6 + 39","48,9 + 15",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.59,"MULTILINESTRING ((8.262384 49.051128, 8.262548 49.050892, 8.262778 49.050634, 8.26318 49.050326, 8.263681 49.050029, 8.264328 49.049704, 8.265022 49.049388, 8.265098 49.049352))",xka_mrk_830,3400,0,285,104890015,104920000,"48,9 + 15",49.2 +     0,Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,,�berl�ngenanfang
2019-01_DB-Netz-MRN_4326.60,"MULTILINESTRING ((8.265098 49.049352, 8.265489 49.049171, 8.265801 49.049013, 8.266187 49.048838, 8.266723 49.048601))",xka_mrk_830,3400,0,145,104920000,104930000,49.2 +     0,49.3 +     0,Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,�berl�ngenanfang,�berl�ngenende
2019-01_DB-Netz-MRN_4326.61,"MULTILINESTRING ((8.266723 49.048601, 8.267344 49.048325, 8.267816 49.048115, 8.267833 49.048108))",xka_mrk_830,3400,0,98,104930000,104930098,49.3 +     0,"49,3 + 98",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,�berl�ngenende,
2019-01_DB-Netz-MRN_4326.62,"MULTILINESTRING ((8.267833 49.048108, 8.268794 49.047681, 8.271244 49.046596, 8.27317 49.045742))",xka_mrk_830,3400,0,471,104930098,104980069,"49,3 + 98","49,8 + 69",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.63,"MULTILINESTRING ((8.27317 49.045742, 8.273535 49.04558, 8.275632 49.044651, 8.276916 49.044082, 8.277545 49.043766, 8.277857 49.043612, 8.277921 49.043585, 8.278333 49.043381, 8.279107 49.043007, 8.279991 49.042612, 8.280237 49.042501, 8.280351 49.042444, 8.280465 49.042385, 8.280872 49.04215, 8.281247 49.041896, 8.281678 49.041546, 8.282051 49.04117, 8.282095 49.041114))",xka_mrk_830,3400,0,838,104980069,105070007,"49,8 + 69","50,7 + 7",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.64,"MULTILINESTRING ((8.282095 49.041114, 8.282365 49.040771, 8.282613 49.040352, 8.28265 49.040265))",xka_mrk_830,3400,0,103,105070007,105080010,"50,7 + 7","50,8 + 10",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.65,"MULTILINESTRING ((8.28265 49.040265, 8.282795 49.03992, 8.282907 49.039478, 8.28295 49.039029, 8.28292 49.038579, 8.28282 49.038134, 8.282649 49.037699, 8.28241 49.037275, 8.282102 49.036871, 8.281728 49.036493, 8.281302 49.036139, 8.280841 49.035807, 8.280357 49.035491, 8.278419 49.034234, 8.276473 49.032971, 8.274525 49.031708, 8.272577 49.030445, 8.270633 49.029181, 8.268686 49.027919, 8.26674 49.026655, 8.264794 49.02539, 8.26285 49.024128, 8.260903 49.022864, 8.258958 49.021601, 8.257012 49.020336, 8.256525 49.020021, 8.256054 49.019696, 8.255611 49.019353, 8.255198 49.018995, 8.254819 49.018621, 8.254474 49.018233, 8.254167 49.017831, 8.253887 49.017421, 8.252829 49.015763, 8.251769 49.014105, 8.251512 49.013688, 8.251267 49.013269, 8.250851 49.012412, 8.25048 49.011547, 8.249704 49.009823, 8.248935 49.008097, 8.248164 49.006372, 8.247393 49.004647, 8.246623 49.002921, 8.245851 49.001195, 8.24508 48.99947, 8.244309 48.997745, 8.243924 48.996882, 8.243727 48.996451, 8.243507 48.996026))",xka_mrk_830,3400,0,5890,105080010,105670000,"50,8 + 10","56,7 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.66,"MULTILINESTRING ((8.243507 48.996026, 8.243243 48.995611, 8.242937 48.99521, 8.242587 48.994824, 8.242194 48.994456, 8.241762 48.994108, 8.241292 48.993781, 8.240787 48.993479, 8.240258 48.993194, 8.239181 48.992642, 8.238794 48.992455))",xka_mrk_830,3400,0,535,105670000,105720035,"56,7 + 0","57,2 + 35",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.67,"MULTILINESTRING ((8.238794 48.992455, 8.238082 48.992108, 8.235895 48.991029, 8.233716 48.989944, 8.231537 48.988858, 8.229358 48.987772, 8.227179 48.986687, 8.225033 48.985618, 8.223912 48.985059, 8.221719 48.983968, 8.220629 48.983426, 8.22007 48.983166, 8.219499 48.982916, 8.218915 48.982683, 8.218321 48.982462, 8.217104 48.982055, 8.215868 48.981675, 8.2134 48.980899, 8.210938 48.980113, 8.209731 48.9797, 8.207255 48.978937, 8.204789 48.978163, 8.202325 48.977389, 8.199858 48.976615, 8.197387 48.975839, 8.195404 48.975252))",xka_mrk_830,3400,0,3724,105720035,106090059,"57,2 + 35","60,9 + 59",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.68,"MULTILINESTRING ((8.320107 49.382224, 8.322542 49.382596))",xka_mrk_830,3401,0,181,109090019,109110000,"90,9 + 19","91,1 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Abzw B�hl-Iggelheim - Mannheim,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.69,"MULTILINESTRING ((8.322542 49.382596, 8.325242 49.382949, 8.327919 49.383384))",xka_mrk_830,3401,0,400,109110000,109150000,"91,1 + 0","91,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Abzw B�hl-Iggelheim - Mannheim,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.70,"MULTILINESTRING ((8.327919 49.383384, 8.329259 49.383602, 8.331954 49.384013, 8.334641 49.384422, 8.337313 49.384825, 8.342665 49.385637, 8.34536 49.38605, 8.348085 49.386467, 8.350684 49.386858, 8.353257 49.387252, 8.355609 49.387608, 8.356099 49.387685))",xka_mrk_830,3401,0,2100,109150000,109360000,"91,5 + 0","93,6 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Abzw B�hl-Iggelheim - Mannheim,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.71,"MULTILINESTRING ((8.356099 49.387685, 8.357632 49.387927, 8.358424 49.388087, 8.359418 49.38836, 8.360025 49.388567, 8.360658 49.388832, 8.361357 49.389175, 8.362096 49.389615, 8.362632 49.390033, 8.363157 49.390527, 8.363589 49.390992, 8.364425 49.391916, 8.365035 49.39271))",xka_mrk_830,3401,0,899,109360000,109440099,"93,6 + 0","94,4 + 99",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Abzw B�hl-Iggelheim - Mannheim,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.72,"MULTILINESTRING ((8.365035 49.39271, 8.365085 49.392775, 8.365655 49.393485, 8.366067 49.39396, 8.36656 49.394568, 8.367314 49.395501, 8.367932 49.396259, 8.368681 49.397198, 8.369289 49.397949, 8.36994 49.398752, 8.37093 49.399993, 8.371634 49.400865, 8.372429 49.401855, 8.373396 49.403055, 8.374152 49.404005, 8.375217 49.405298, 8.376278 49.406487, 8.377219 49.407574, 8.378103 49.408652, 8.378936 49.40968, 8.37986 49.410805, 8.380591 49.411711, 8.381431 49.412737, 8.38215 49.413623, 8.383304 49.415037, 8.384388 49.416376, 8.385337 49.417529, 8.386198 49.418592, 8.386956 49.419537, 8.387773 49.42055, 8.388421 49.421358, 8.389289 49.422419, 8.390231 49.423575, 8.391007 49.424532, 8.3919 49.425629, 8.392744 49.426665, 8.393656 49.427778, 8.394017 49.428285, 8.394505 49.429005, 8.39477 49.429339, 8.395517 49.430232, 8.396775 49.431781, 8.397315 49.432443, 8.397763 49.432995, 8.398748 49.434203, 8.39941 49.435007, 8.399968 49.435681, 8.400588 49.436445, 8.401127 49.437105, 8.401577 49.437657, 8.402188 49.438401, 8.40262 49.438915, 8.403842 49.440353, 8.405153 49.441935, 8.406462 49.443518, 8.407748 49.445109, 8.409042 49.446697, 8.409689 49.447491, 8.410984 49.449078, 8.412306 49.450657, 8.413623 49.452236, 8.414917 49.453825, 8.416212 49.455412, 8.41752 49.456995, 8.418829 49.458578, 8.420125 49.460166, 8.420274 49.460336, 8.420773 49.46096, 8.421419 49.461754, 8.421579 49.461952))",xka_mrk_830,3401,0,8726,109440099,110320025,"94,4 + 99","103,2 + 25",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Abzw B�hl-Iggelheim - Mannheim,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.73,"MULTILINESTRING ((8.421579 49.461952, 8.422707 49.463344, 8.424015 49.464927, 8.424595 49.465634))",xka_mrk_830,3401,0,464,110320025,110360089,"103,2 + 25","103,6 + 89",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Abzw B�hl-Iggelheim - Mannheim,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.74,"MULTILINESTRING ((8.424595 49.465634, 8.424666 49.46572, 8.425002 49.466113, 8.425355 49.466499, 8.425741 49.466871, 8.426145 49.467235, 8.426979 49.467952, 8.427387 49.468315, 8.427781 49.468683, 8.428153 49.469062, 8.428502 49.46945, 8.428825 49.469847, 8.428991 49.470069))",xka_mrk_830,3401,0,588,110360089,110420077,"103,6 + 89","104,2 + 77",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Abzw B�hl-Iggelheim - Mannheim,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.75,"MULTILINESTRING ((8.428991 49.470069, 8.429128 49.470251, 8.42968 49.47107, 8.430211 49.471903, 8.430254 49.471967, 8.430764 49.472725, 8.431318 49.473551, 8.431863 49.474374, 8.432389 49.475207, 8.432735 49.475625, 8.433145 49.475956, 8.433441 49.476141, 8.433685 49.476274, 8.43397 49.476404, 8.434231 49.476501, 8.434605 49.476618, 8.434905 49.476692, 8.435529 49.476794, 8.435905 49.476821, 8.436122 49.476828, 8.436298 49.476829, 8.436568 49.476819, 8.436904 49.4768, 8.437549 49.476736, 8.437989 49.476691, 8.438027 49.476687))",xka_mrk_830,3401,0,1106,110420077,110530083,"104,2 + 77","105,3 + 83",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Abzw B�hl-Iggelheim - Mannheim,zweigleisig,Hauptbahn,,
